代码,名称,收盘价,市盈率,市净率,净资产收益率,总股本,流通股本,上市时间
600572.XSHG,康恩贝,10.28,2215,2215,2215,1673820000,1371825468,2004-04-12
600573.XSHG,惠泉啤酒,14.87,2216,2216,2216,250000000,250000000,2003-02-26
600575.XSHG,皖江物流,4.82,2217,2217,2217,2884013750,1423200000,2003-03-28
600576.XSHG,万家文化,20.41,2218,2218,2218,634968593,479804804,2003-02-20
600577.XSHG,精达股份,4.61,2219,2219,2219,1955324218,1419131250,2002-09-11
600578.XSHG,京能电力,4.94,2220,2220,2220,4617320937,4617320937,2002-05-10
600579.XSHG,天华院,11.7,2221,2221,2221,392070585,255600000,2002-08-09
600580.XSHG,卧龙电气,11.02,2222,2222,2222,1288899609,687728828,2002-06-06
600581.XSHG,八一钢铁,6.06,2223,2223,2223,766448906,766448906,2002-08-16
600582.XSHG,天地科技,6.03,2224,2224,2224,4138588750,2774336250,2002-05-15
600583.XSHG,海油工程,7.47,2225,2225,2225,4421354687,4049014062,2002-02-05
600584.XSHG,长电科技,22.02,2226,2226,2226,1035914765,984570000,2003-06-03
600585.XSHG,海螺水泥,16.45,2227,2227,2227,5299302500,5299302500,2002-02-07
600586.XSHG,金晶科技,4.52,2228,2228,2228,1458892343,1422707343,2002-08-15
600587.XSHG,新华医疗,25.77,2229,2229,2229,406428085,369618906,2002-09-27
600588.XSHG,用友网络,21.25,2230,2230,2230,1464106562,1406694531,2001-05-18
600589.XSHG,广东榕泰,9.47,2231,2231,2231,705305781,601730000,2001-06-12
600590.XSHG,泰豪科技,14.01,2232,2232,2232,666960625,502005703,2002-07-03
600592.XSHG,龙溪股份,10.23,2233,2233,2233,399553593,369553593,2002-08-05
600593.XSHG,大连圣亚,30.45,2234,2234,2234,92000000,92000000,2002-07-11
600594.XSHG,益佰制药,15.95,2235,2235,2235,791927421,782358203,2004-03-23
600595.XSHG,中孚实业,5.45,2236,2236,2236,1741540468,1514873750,2002-06-26
600596.XSHG,新安股份,8.01,2237,2237,2237,679184609,679184609,2001-09-06
600597.XSHG,光明乳业,11.87,2238,2238,2238,1230636718,1224302031,2002-08-28
600598.XSHG,北大荒,11.59,2239,2239,2239,1777679843,1777679843,2002-03-29
600599.XSHG,熊猫金控,23.4,2240,2240,2240,166000000,126000000,2001-08-28
600600.XSHG,青岛啤酒,28.53,2241,2241,2241,1350982812,1350982812,1993-08-27
600601.XSHG,方正科技,4.84,2242,2242,2242,2194891250,2194891250,1990-12-19
600602.XSHG,仪电电子,11.13,2243,2243,2243,1326835156,1172943125,1990-12-19
600603.XSHG,*ST兴业,12.63,2244,2244,2244,194641894,194641894,1992-01-13
600604.XSHG,市北高新,29.27,2245,2245,2245,760297109,566449218,1992-03-27
600605.XSHG,汇通能源,20.37,2246,2246,2246,147344599,147344599,1992-03-27
600606.XSHG,绿地控股,13.81,2247,2247,2247,12168155000,518320117,1992-03-27
600608.XSHG,*ST沪科,9.3,2248,2248,2248,328861406,318371406,1992-03-27
600609.XSHG,金杯汽车,4.22,2249,2249,2249,1092667109,1092667109,1992-07-24
600610.XSHG,中毅达,18.74,2250,2250,2250,1071274609,651094609,1992-08-05
600611.XSHG,大众交通,12.7,2251,2251,2251,1576081875,1576081875,1992-08-07
600612.XSHG,老凤祥,41.32,2252,2252,2252,523117812,523117812,1992-08-14
600613.XSHG,神奇制药,14.84,2253,2253,2253,534071601,231981796,1992-08-20
600614.XSHG,鼎立股份,7.28,2254,2254,2254,1752773750,1354055312,1992-08-28
600615.XSHG,丰华股份,19.26,2255,2255,2255,188020507,187624492,1992-09-10
600616.XSHG,金枫酒业,9.71,2256,2256,2256,514619218,488037617,1992-09-29
600617.XSHG,国新能源,11.77,2257,2257,2257,1084663671,335231210,1992-10-13
600618.XSHG,氯碱化工,13.31,2258,2258,2258,1156400000,1156400000,1992-11-13
600619.XSHG,海立股份,11.87,2259,2259,2259,866310703,667744062,1992-11-13
600620.XSHG,天宸股份,15.83,2260,2260,2260,457784687,457784687,1992-11-17
600621.XSHG,华鑫股份,10.36,2261,2261,2261,524082382,524082382,1992-12-02
600622.XSHG,嘉宝集团,13.48,2262,2262,2262,682606015,514303789,1992-12-03
600623.XSHG,双钱股份,22.39,2263,2263,2263,2117430937,889467734,1992-12-04
600624.XSHG,复旦复华,13.73,2264,2264,2264,526701484,448701484,1993-01-05
600626.XSHG,申达股份,11.8,2265,2265,2265,710242812,710242812,1993-01-07
600628.XSHG,新世界,13.4,2266,2266,2266,531799296,531799296,1993-01-09
600629.XSHG,华建集团,16.98,2267,2267,2267,359060195,347999804,1993-02-09
600630.XSHG,龙头股份,20.99,2268,2268,2268,424861601,424861601,1993-02-09
600633.XSHG,浙报传媒,16.66,2269,2269,2269,1188287578,1134071796,1993-03-04
600634.XSHG,中技控股,14.49,2270,2270,2270,575732109,397978710,1993-03-04
600635.XSHG,大众公用,7,2271,2271,2271,2467304687,2467304687,1993-03-04
600636.XSHG,三爱富,12.73,2272,2272,2272,446941914,381950585,1993-03-16
600637.XSHG,东方明珠,29.02,2273,2273,2273,2626538750,2158435937,1993-03-16
600638.XSHG,新黄浦,12.18,2274,2274,2274,561163984,561163984,1993-03-26
600639.XSHG,浦东金桥,18.09,2275,2275,2275,1122412890,928825000,1993-03-26
600640.XSHG,号百控股,16.49,2276,2276,2276,535364492,535364492,1993-04-07
600641.XSHG,万业企业,12.19,2277,2277,2277,806158671,806158671,1993-04-07
600642.XSHG,申能股份,6.14,2278,2278,2278,4552038437,4552038437,1993-04-16
600643.XSHG,爱建集团,9.94,2279,2279,2279,1437139843,1434027968,1993-04-26
600644.XSHG,乐山电力,7.81,2280,2280,2280,538400703,326480097,1993-04-26
600645.XSHG,中源协和,40.33,2281,2281,2281,386255312,328782109,1993-05-04
600647.XSHG,同达创业,23.92,2282,2282,2282,139143603,139143603,1993-05-04
600648.XSHG,外高桥,19.68,2283,2283,2283,1135349062,1135349062,1993-05-04
600649.XSHG,城投控股,15.19,2284,2284,2284,2987523437,2987523437,1993-05-18
600650.XSHG,锦江投资,39.86,2285,2285,2285,551610117,551610117,1993-06-07
600651.XSHG,飞乐音响,14.89,2286,2286,2286,985220000,768621875,1986-09-26
600652.XSHG,游久游戏,18.66,2287,2287,2287,832703515,616674414,1990-12-19
600653.XSHG,申华控股,4.03,2288,2288,2288,1746380312,1746380312,1990-12-19
600654.XSHG,中安消,28.84,2289,2289,2289,1283021015,755043203,1990-12-19
600655.XSHG,豫园商城,13.61,2290,2290,2290,1437322031,1437322031,1992-09-02
600657.XSHG,信达地产,5.78,2291,2291,2291,1524260468,1524260468,1993-05-24
600658.XSHG,电子城,11.46,2292,2292,2292,580097382,580097382,1993-05-24
600660.XSHG,福耀玻璃,14.77,2293,2293,2293,2508617500,2508617500,1993-06-10
600661.XSHG,新南洋,32.96,2294,2294,2294,259076503,181400097,1993-06-14
600662.XSHG,强生控股,14.2,2295,2295,2295,1053362187,1053362187,1993-06-14
600663.XSHG,陆家嘴,38.61,2296,2296,2296,1867684062,1867684062,1993-06-28
600664.XSHG,哈药股份,10.11,2297,2297,2297,1917483281,1917483281,1993-06-29
600665.XSHG,天地源,5.61,2298,2298,2298,864122500,864122500,1993-07-09
600666.XSHG,奥瑞德,32.24,2299,2299,2299,767078906,290146308,1993-07-12
600667.XSHG,太极实业,6.3,2300,2300,2300,1191274296,1191274296,1993-07-28
600668.XSHG,尖峰集团,13.11,2301,2301,2301,344083789,344083789,1993-07-28
600671.XSHG,天目药业,27.2,2302,2302,2302,121778896,121720498,1993-08-23
600673.XSHG,东阳光科,7.79,2303,2303,2303,2468873906,2456252187,1993-09-17
600674.XSHG,川投能源,8.44,2304,2304,2304,4402140625,4402140625,1993-09-24
600675.XSHG,*ST中企,5.46,2305,2305,2305,1867059375,1867059375,1993-09-24
600676.XSHG,交运股份,11.19,2306,2306,2306,862373906,862373906,1993-09-28
600677.XSHG,航天通信,19.21,2307,2307,2307,521791718,398376914,1993-09-28
600678.XSHG,四川金顶,12.95,2308,2308,2308,348990000,348990000,1993-10-08
600679.XSHG,上海凤凰,15.81,2309,2309,2309,402198906,353619687,1993-10-08
600680.XSHG,上海普天,53.01,2310,2310,2310,382225312,382225312,1993-10-18
600681.XSHG,万鸿集团,10.98,2311,2311,2311,859157500,248026992,1993-10-18
600682.XSHG,南京新百,28.04,2312,2312,2312,828016328,716190390,1993-10-18
600683.XSHG,京投银泰,9.29,2313,2313,2313,740777578,740777578,1993-10-25
600684.XSHG,珠江实业,8.14,2314,2314,2314,711217265,711217265,1993-10-28
600685.XSHG,中船防务,29.97,2315,2315,2315,1413506406,1030534687,1993-10-28
600686.XSHG,金龙汽车,15.16,2316,2316,2316,606738515,442597109,1993-11-08
600687.XSHG,刚泰控股,16.77,2317,2317,2317,1488715312,1078539375,1993-11-08
600688.XSHG,上海石化,6.9,2318,2318,2318,10800000000,6420000000,1993-11-08
600689.XSHG,上海三毛,19.88,2319,2319,2319,200991308,200991308,1993-11-08
600690.XSHG,青岛海尔,8.79,2320,2320,2320,6105103750,5491416875,1993-11-19
600691.XSHG,*ST阳化,3.55,2321,2321,2321,1756786875,1756390937,1993-11-19
600692.XSHG,亚通股份,12.72,2322,2322,2322,351764101,255010507,1993-11-19
600693.XSHG,东百集团,14.48,2323,2323,2323,449114609,342417187,1993-11-22
600694.XSHG,大商股份,40.32,2324,2324,2324,293718691,293718691,1993-11-22
600695.XSHG,绿庭投资,9.79,2325,2325,2325,711132109,711132109,1993-11-22
600696.XSHG,匹凸匹,16.5,2326,2326,2326,340565585,340565585,1993-12-06
600697.XSHG,欧亚集团,30.59,2327,2327,2327,159088095,155155996,1993-12-06
600698.XSHG,湖南天雁,5.65,2328,2328,2328,971817421,660382031,1993-12-06
600699.XSHG,均胜电子,33.71,2329,2329,2329,689369765,636144804,1993-12-06
600701.XSHG,工大高新,18.26,2330,2330,2330,498781914,498781914,1996-05-28
600702.XSHG,沱牌舍得,17.62,2331,2331,2331,337300000,337300000,1996-05-24
600703.XSHG,三安光电,19.99,2332,2332,2332,2549015625,2370378437,1996-05-28
600704.XSHG,物产中大,13.25,2333,2333,2333,2208555156,685997578,1996-06-06
600705.XSHG,中航资本,12.77,2334,2334,2334,4488162812,3732698437,1996-05-16
600706.XSHG,曲江文旅,18.43,2335,2335,2335,179509707,177908691,1996-05-16
600707.XSHG,彩虹股份,8.08,2336,2336,2336,736757734,736037734,1996-05-20
600708.XSHG,光明地产,9.55,2337,2337,2337,1318720000,508382695,1996-06-06
600710.XSHG,*ST常林,8.35,2338,2338,2338,640283984,640283984,1996-07-01
600711.XSHG,盛屯矿业,6.04,2339,2339,2339,1497052343,1456747343,1996-05-31
600712.XSHG,南宁百货,9.66,2340,2340,2340,544655390,537729101,1996-06-26
600713.XSHG,南京医药,7.83,2341,2341,2341,897425625,693580703,1996-07-01
600714.XSHG,金瑞矿业,11.1,2342,2342,2342,288176308,273404492,1996-06-06
600715.XSHG,松辽汽车,42.16,2343,2343,2343,824564531,224255996,1996-07-01
600716.XSHG,凤凰股份,8.19,2344,2344,2344,936060625,740600625,1996-07-02
600717.XSHG,天津港,9.35,2345,2345,2345,1674769062,1674769062,1996-06-14
600718.XSHG,东软集团,19.61,2346,2346,2346,1242576718,1227594218,1996-06-18
600719.XSHG,大连热电,6.7,2347,2347,2347,404599609,404599609,1996-07-16
600720.XSHG,祁连山,7.04,2348,2348,2348,776290312,776162734,1996-07-16
600721.XSHG,*ST百花,16.03,2349,2349,2349,248524296,248524296,1996-06-26
600722.XSHG,金牛化工,6.21,2350,2350,2350,680319687,680319687,1996-06-26
600723.XSHG,首商股份,8.45,2351,2351,2351,658407578,658069609,1996-07-16
600724.XSHG,宁波富达,5.3,2352,2352,2352,1445241093,1444942656,1996-07-16
600725.XSHG,云维股份,5.76,2353,2353,2353,616235000,616235000,1996-07-02
600726.XSHG,华电能源,5.48,2354,2354,2354,1966675156,1966675156,1996-07-01
600727.XSHG,鲁北化工,8.97,2355,2355,2355,350986601,350926601,1996-07-02
600728.XSHG,佳都科技,20.82,2356,2356,2356,588297812,400701914,1996-07-16
600729.XSHG,重庆百货,22.32,2357,2357,2357,406528515,372311406,1996-07-02
600730.XSHG,中国高科,15.76,2358,2358,2358,586656015,586656015,1996-07-26
600731.XSHG,湖南海利,8.6,2359,2359,2359,327314101,255653105,1996-08-02
600732.XSHG,*ST新梅,7.67,2360,2360,2360,446383085,446383085,1996-08-16
600733.XSHG,S前锋,31.15,2361,2361,2361,197585996,75600000,1996-08-16
600734.XSHG,实达集团,13.86,2362,2362,2362,351558398,351108398,1996-08-08
600735.XSHG,新华锦,14.99,2363,2363,2363,375992304,375992304,1996-07-26
600736.XSHG,苏州高新,8.79,2364,2364,2364,1194292890,1057881562,1996-08-15
600737.XSHG,中粮屯河,12.7,2365,2365,2365,2051876250,1322663437,1996-07-31
600738.XSHG,兰州民百,8.49,2366,2366,2366,368867617,368198593,1996-08-02
600739.XSHG,辽宁成大,17.8,2367,2367,2367,1529709843,1364709843,1996-08-19
600740.XSHG,山西焦化,6.49,2368,2368,2368,765700000,656832812,1996-08-08
600741.XSHG,华域汽车,14.39,2369,2369,2369,3152724062,2583200156,1996-08-26
600742.XSHG,一汽富维,23.99,2370,2370,2370,211523398,211523398,1996-08-26
600743.XSHG,华远地产,5.46,2371,2371,2371,1817660937,1817660937,1996-09-09
600744.XSHG,华银电力,6.36,2372,2372,2372,1781124375,474384492,1996-09-05
600745.XSHG,中茵股份,24.27,2373,2373,2373,483320390,483320390,1996-08-28
600746.XSHG,江苏索普,9.17,2374,2374,2374,306421503,304660898,1996-09-18
600747.XSHG,大连控股,4.58,2375,2375,2375,1464328437,1064328437,1996-09-16
600748.XSHG,上实发展,10.97,2376,2376,2376,1418894531,1083370937,1996-09-25
600749.XSHG,西藏旅游,23.62,2377,2377,2377,189137890,189137890,1996-10-15
600750.XSHG,江中药业,26.43,2378,2378,2378,300000000,300000000,1996-09-23
600751.XSHG,天海投资,6.11,2379,2379,2379,2899337812,2118970937,1996-09-09
600753.XSHG,东方银星,32.17,2380,2380,2380,128000000,128000000,1996-09-27
600754.XSHG,锦江股份,43.98,2381,2381,2381,804517734,603240703,1996-10-11
600755.XSHG,厦门国贸,6.57,2382,2382,2382,1664470000,1664470000,1996-10-03
600756.XSHG,浪潮软件,33.49,2383,2383,2383,324098808,278747304,1996-09-23
600757.XSHG,长江传媒,8,2384,2384,2384,1213650312,1213497109,1996-10-03
600758.XSHG,红阳能源,10.52,2385,2385,2385,1340879375,115050302,1996-10-29
600759.XSHG,洲际油气,7.85,2386,2386,2386,2263507500,1580829375,1996-10-08
600760.XSHG,中航黑豹,12.51,2387,2387,2387,344945117,344945117,1996-10-11
600761.XSHG,安徽合力,10.28,2388,2388,2388,616817304,616817304,1996-10-09
600763.XSHG,通策医疗,34.28,2389,2389,2389,320640000,320640000,1996-10-30
600764.XSHG,中电广通,17.32,2390,2390,2390,329726992,329726992,1996-11-04
600765.XSHG,中航重机,16.02,2391,2391,2391,778003203,778003203,1996-11-06
600766.XSHG,园城黄金,15.85,2392,2392,2392,224226796,223932109,1996-10-28
600767.XSHG,运盛医疗,13.95,2393,2393,2393,341010195,340910195,1996-11-15
600768.XSHG,宁波富邦,22.77,2394,2394,2394,133747197,133747197,1996-11-11
600769.XSHG,祥龙电业,9.99,2395,2395,2395,374977187,374977187,1996-11-01
600770.XSHG,综艺股份,16.56,2396,2396,2396,1300000000,1104600000,1996-11-20
600771.XSHG,广誉远,25.88,2397,2397,2397,277808398,243808398,1996-11-05
600773.XSHG,西藏城投,13.4,2398,2398,2398,729213671,693147734,1996-11-08
600774.XSHG,汉商集团,18.75,2399,2399,2399,174575390,174429003,1996-11-08
600775.XSHG,南京熊猫,13.8,2400,2400,2400,913838515,874622812,1996-11-18
600776.XSHG,东方通信,8.72,2401,2401,2401,1256000078,1256000078,1996-11-26
600777.XSHG,新潮实业,15.88,2402,2402,2402,860030468,625423281,1996-11-21
600778.XSHG,友好集团,9.24,2403,2403,2403,311491406,311086699,1996-12-03
600779.XSHG,*ST水井,10.97,2404,2404,2404,488545703,488545703,1996-12-06
600780.XSHG,通宝能源,5.38,2405,2405,2405,1146502500,1146502500,1996-12-05
600781.XSHG,辅仁药业,17.49,2406,2406,2406,177592890,177592890,1996-12-18
600782.XSHG,新钢股份,5.1,2407,2407,2407,1393448125,1393448125,1996-12-25
600783.XSHG,鲁信创投,25.89,2408,2408,2408,744359296,744359296,1996-12-25
600784.XSHG,鲁银投资,8.7,2409,2409,2409,568177812,496613710,1996-12-25
600785.XSHG,新华百货,24.62,2410,2410,2410,225631308,207431308,1997-01-08
600787.XSHG,中储股份,9.05,2411,2411,2411,2199800937,1859828437,1997-01-21
600789.XSHG,鲁抗医药,9.99,2412,2412,2412,581575507,581575507,1997-02-26
600790.XSHG,轻纺城,6.03,2413,2413,2413,1046993515,1046993515,1997-02-28
600791.XSHG,京能置业,6.93,2414,2414,2414,452880000,452313710,1997-01-30
600792.XSHG,云煤能源,5.4,2415,2415,2415,989923593,952028906,1997-01-23
600793.XSHG,ST宜纸,24.72,2416,2416,2416,105300000,105300000,1997-02-20
600794.XSHG,保税科技,5.55,2417,2417,2417,1191574218,1102774218,1997-03-06
600795.XSHG,国电电力,3.13,2418,2418,2418,19650397500,19650397500,1997-03-18
600796.XSHG,钱江生化,9.86,2419,2419,2419,301402109,301402109,1997-04-08
600797.XSHG,浙大网新,10.59,2420,2420,2420,914043281,821712031,1997-04-18
600798.XSHG,宁波海运,5.97,2421,2421,2421,1030850937,1030850937,1997-04-23
600800.XSHG,天津磁卡,7.49,2422,2422,2422,611271015,610311015,1993-12-06
600801.XSHG,华新水泥,8.66,2423,2423,2423,1497571250,1497571250,1994-01-03
600802.XSHG,福建水泥,8.3,2424,2424,2424,381873710,381873710,1994-01-03
600803.XSHG,新奥股份,11.97,2425,2425,2425,985785000,539519101,1994-01-03
600804.XSHG,鹏博士,20.7,2426,2426,2426,1400454062,1361117656,1994-01-03
600805.XSHG,悦达投资,8.6,2427,2427,2427,850894531,849253281,1994-01-03
600806.XSHG,昆明机床,10.46,2428,2428,2428,531081093,531081093,1994-01-03
600807.XSHG,天业股份,11.73,2429,2429,2429,884634687,492169609,1994-01-03
600808.XSHG,马钢股份,2.7,2430,2430,2430,7700681250,7700681250,1994-01-06
600809.XSHG,山西汾酒,16.92,2431,2431,2431,865848281,865848281,1994-01-06
600810.XSHG,神马股份,7.39,2432,2432,2432,442280000,442280000,1994-01-06
600811.XSHG,东方集团,6.92,2433,2433,2433,1666805468,1666805468,1994-01-06
600812.XSHG,华北制药,7.41,2434,2434,2434,1630804687,1378577656,1994-01-14
600814.XSHG,杭州解百,9.54,2435,2435,2435,715026796,310383007,1994-01-14
600815.XSHG,厦工股份,6.63,2436,2436,2436,958970000,958970000,1994-01-28
600816.XSHG,安信信托,16.89,2437,2437,2437,1769889843,1135274375,1994-01-28
600817.XSHG,ST宏盛,15.38,2438,2438,2438,160910097,147914902,1994-01-28
600818.XSHG,中路股份,39.89,2439,2439,2439,321447890,321447890,1994-01-28
600819.XSHG,耀皮玻璃,6.57,2440,2440,2440,934916093,859972578,1994-01-28
600820.XSHG,隧道股份,8.37,2441,2441,2441,3144096250,3144096250,1994-01-28
600821.XSHG,津劝业,7.6,2442,2442,2442,416268203,416268203,1994-01-28
600822.XSHG,上海物贸,13.27,2443,2443,2443,495972890,495972890,1994-02-04
600823.XSHG,世茂股份,10.81,2444,2444,2444,1913861406,1762192968,1994-02-04
600824.XSHG,益民集团,6.8,2445,2445,2445,1054027109,1054027109,1994-02-04
600825.XSHG,新华传媒,8.89,2446,2446,2446,1044887890,1044887890,1994-02-04
600826.XSHG,兰生股份,27.51,2447,2447,2447,420642304,420642304,1994-02-04
600827.XSHG,百联股份,14.53,2448,2448,2448,1722495781,1722495781,1994-02-04
600828.XSHG,成商集团,8.09,2449,2449,2449,1731982500,569817304,1994-02-24
600829.XSHG,人民同泰,11.45,2450,2450,2450,579888593,579888593,1994-02-24
600830.XSHG,香溢融通,10.13,2451,2451,2451,454322695,454322695,1994-02-24
600831.XSHG,广电网络,12.74,2452,2452,2452,563438515,563438515,1994-02-24
600833.XSHG,第一医药,15.38,2453,2453,2453,223086308,223086308,1994-02-24
600834.XSHG,申通地铁,15.31,2454,2454,2454,477381914,477381914,1994-02-24
600835.XSHG,上海机电,22.23,2455,2455,2455,1022739296,1022739296,1994-02-24
600836.XSHG,界龙实业,26.84,2456,2456,2456,331376484,313563398,1994-02-24
600837.XSHG,海通证券,14.74,2457,2457,2457,11501700000,11501700000,1994-02-24
600838.XSHG,上海九百,14.28,2458,2458,2458,400881992,400881992,1994-02-24
600839.XSHG,四川长虹,3.96,2459,2459,2459,4616244062,4609997812,1994-03-11
600841.XSHG,上柴股份,12.44,2460,2460,2460,866689765,866689765,1994-03-11
600843.XSHG,上工申贝,13.71,2461,2461,2461,548589609,548589609,1994-03-11
600844.XSHG,丹化科技,6.58,2462,2462,2462,778620625,778620625,1994-03-11
600845.XSHG,宝信软件,43.81,2463,2463,2463,391624609,351247617,1994-03-11
600846.XSHG,同济科技,9.98,2464,2464,2464,624761484,624761484,1994-03-11
600847.XSHG,万里股份,33.09,2465,2465,2465,158033398,134213896,1994-03-24
600848.XSHG,上海临港,15.42,2466,2466,2466,895172109,399286914,1994-03-24
600850.XSHG,华东电脑,37.59,2467,2467,2467,321744902,321744902,1994-03-24
600851.XSHG,海欣股份,12.88,2468,2468,2468,1207056718,1207056718,1994-04-04
600853.XSHG,龙建股份,5.58,2469,2469,2469,536807695,536807695,1994-04-04
600854.XSHG,春兰股份,6.97,2470,2470,2470,519458515,519458515,1994-04-25
600855.XSHG,航天长峰,31.89,2471,2471,2471,331617382,330114414,1994-04-25
600856.XSHG,中天能源,21.71,2472,2472,2472,567165585,234831601,1994-04-25
600857.XSHG,宁波中百,16.15,2473,2473,2473,224319902,224319902,1994-04-25
600858.XSHG,银座股份,9.13,2474,2474,2474,520066601,517548007,1994-05-06
600859.XSHG,王府井,21.58,2475,2475,2475,462768085,462768085,1994-05-06
600860.XSHG,京城股份,9.15,2476,2476,2476,422000000,422000000,1994-05-06
600861.XSHG,北京城乡,13.57,2477,2477,2477,316804902,316804902,1994-05-20
600862.XSHG,南通科技,13.95,2478,2478,2478,1393049062,637928515,1994-05-20
600863.XSHG,内蒙华电,3.45,2479,2479,2479,5807745000,5807745000,1994-05-20
600864.XSHG,哈投股份,13.46,2480,2480,2480,546378203,546378203,1994-08-09
600865.XSHG,百大集团,12.83,2481,2481,2481,376240312,376240312,1994-08-09
600866.XSHG,星湖科技,5.86,2482,2482,2482,645393515,550393515,1994-08-18
600867.XSHG,通化东宝,24.16,2483,2483,2483,1135831093,1131596093,1994-08-24
600868.XSHG,梅雁吉祥,5.55,2484,2484,2484,1898148750,1898148750,1994-09-12
600869.XSHG,智慧能源,8.25,2485,2485,2485,2082989062,1980086718,1995-02-06
600870.XSHG,*ST厦华,7.23,2486,2486,2486,523199687,523199687,1995-02-28
600871.XSHG,石化油服,5.11,2487,2487,2487,14142661250,3883333437,1995-04-11
600872.XSHG,中炬高新,13.19,2488,2488,2488,796637187,796637187,1995-01-24
600873.XSHG,梅花生物,9.14,2489,2489,2489,3108226562,3108226562,1995-02-17
600874.XSHG,创业环保,8.74,2490,2490,2490,1427228437,1427228437,1995-06-30
600875.XSHG,东方电气,11.16,2491,2491,2491,2336900468,2336900468,1995-10-10
600876.XSHG,洛阳玻璃,31.46,2492,2492,2492,526766914,500018203,1995-10-31
600877.XSHG,中国嘉陵,7.38,2493,2493,2493,687282031,687282031,1995-10-13
600879.XSHG,航天电子,15.1,2494,2494,2494,1039537031,1039537031,1995-11-15
600880.XSHG,博瑞传播,11.02,2495,2495,2495,1093332109,733365078,1995-11-15
600881.XSHG,亚泰集团,5.38,2496,2496,2496,2599945625,1894732031,1995-11-15
600882.XSHG,华联矿业,8.6,2497,2497,2497,399238007,399238007,1995-12-06
600883.XSHG,博闻科技,16.26,2498,2498,2498,236088007,236088007,1995-12-08
600884.XSHG,杉杉股份,29.09,2499,2499,2499,561382500,410858203,1996-01-30
600885.XSHG,宏发股份,23.79,2500,2500,2500,531972500,531972500,1996-02-05
600886.XSHG,国投电力,6.83,2501,2501,2501,6786023125,6786023125,1996-01-18
600887.XSHG,伊利股份,14.52,2502,2502,2502,6064800000,6033369375,1996-03-12
600888.XSHG,新疆众和,7.11,2503,2503,2503,641225898,641225898,1996-02-15
600889.XSHG,南京化纤,12.8,2504,2504,2504,307069296,307069296,1996-03-08
600890.XSHG,中房股份,7.63,2505,2505,2505,579194882,579194882,1996-03-18
600891.XSHG,秋林集团,9.64,2506,2506,2506,617585781,323897890,1996-03-25
600892.XSHG,宝诚股份,54.42,2507,2507,2507,139865996,62823100,1996-03-15
600893.XSHG,中航动力,40.82,2508,2508,2508,1948718750,1367500937,1996-04-08
600894.XSHG,广日股份,15.84,2509,2509,2509,859946875,859946875,1996-03-28
600895.XSHG,张江高科,20.83,2510,2510,2510,1548689531,1548689531,1996-04-22
600896.XSHG,中海海盛,12.52,2511,2511,2511,873286562,581315781,1996-05-03
600897.XSHG,厦门空港,19.17,2512,2512,2512,297810000,297810000,1996-05-31
600898.XSHG,三联商社,15.24,2513,2513,2513,252523808,252523808,1996-04-18
600900.XSHG,长江电力,12.27,2514,2514,2514,16500000000,9745941250,2003-11-18
600917.XSHG,重庆燃气,11.03,2515,2515,2515,1556000000,156000000,2014-09-30
600958.XSHG,东方证券,21.76,2516,2516,2516,5281743125,3158663437,2015-03-23
600959.XSHG,江苏有线,15.1,2517,2517,2517,2988099687,597000000,2015-04-28
600960.XSHG,渤海活塞,10.68,2518,2518,2518,524719414,512812382,2004-04-07
600961.XSHG,株冶集团,10.37,2519,2519,2519,527457890,527457890,2004-08-30
600962.XSHG,*ST中鲁,14.4,2520,2520,2520,262210000,254020000,2004-06-22
600963.XSHG,岳阳林纸,6.97,2521,2521,2521,1043159062,1043159062,2004-05-25
600965.XSHG,福成五丰,14.96,2522,2522,2522,818701015,380054687,2004-07-13
600966.XSHG,博汇纸业,3.55,2523,2523,2523,1336844375,1336844375,2004-06-08
600967.XSHG,北方创业,10.62,2524,2524,2524,822827968,822827968,2004-05-18
600969.XSHG,郴电国际,15.27,2525,2525,2525,264321796,264321796,2004-04-08
600970.XSHG,中材国际,10.09,2526,2526,2526,1169505312,1093297265,2005-04-12
600971.XSHG,恒源煤电,5.41,2527,2527,2527,1000004062,1000004062,2004-08-17
600973.XSHG,宝胜股份,11.26,2528,2528,2528,565792812,414371015,2004-08-02
600975.XSHG,新五丰,13,2529,2529,2529,326337792,234360097,2004-06-09
600976.XSHG,健民集团,26.52,2530,2530,2530,153398603,153229003,2004-04-19
600978.XSHG,宜华木业,12.29,2531,2531,2531,1482870000,1482870000,2004-08-24
600979.XSHG,广安爱众,6.17,2532,2532,2532,717892109,717892109,2004-09-06
600980.XSHG,北矿磁材,20.3,2533,2533,2533,152209902,130000000,2004-05-12
600981.XSHG,汇鸿集团,9.66,2534,2534,2534,2242433125,241854609,2004-06-30
600982.XSHG,宁波热电,5.57,2535,2535,2535,746930000,676130000,2004-07-06
600983.XSHG,惠而浦,11.35,2536,2536,2536,766438984,532800000,2004-07-27
600984.XSHG,*ST建机,8.92,2537,2537,2537,636764218,141555996,2004-07-07
600985.XSHG,雷鸣科化,10.64,2538,2538,2538,262854707,262854707,2004-04-28
600986.XSHG,科达股份,21,2539,2539,2539,868886406,335269687,2004-04-26
600987.XSHG,航民股份,14.81,2540,2540,2540,635310000,635310000,2004-08-09
600988.XSHG,赤峰黄金,18.35,2541,2541,2541,713190703,610341992,2004-04-14
