代码,名称,收盘价,市盈率,市净率,净资产收益率,总股本,流通股本,上市时间
002613.XSHE,北玻股份,6.78,1079,1079,1079,720900000,365771990,2011-08-30
002614.XSHE,蒙发利,13.02,1080,1080,1080,554775000,278324446,2011-09-09
002615.XSHE,哈尔斯,36.43,1081,1081,1081,182400000,102741278,2011-09-09
002616.XSHE,长青集团,19.92,1082,1082,1082,359333322,221789772,2011-09-20
002617.XSHE,露笑科技,22.73,1083,1083,1083,360000000,329665170,2011-09-20
002618.XSHE,丹邦科技,40.21,1084,1084,1084,182640000,182636400,2011-09-20
002619.XSHE,巨龙管业,0,1085,1085,1085,320008431,99948584,2011-09-29
002620.XSHE,瑞和股份,31.01,1086,1086,1086,120000000,93751867,2011-09-29
002621.XSHE,三垒股份,18.06,1087,1087,1087,225000000,56250000,2011-09-29
002622.XSHE,永大集团,22.4,1088,1088,1088,420000000,340206305,2011-10-18
002623.XSHE,亚玛顿,33.4,1089,1089,1089,160000000,159431500,2011-10-13
002624.XSHE,完美环球,37.5,1090,1090,1090,487706996,277821014,2011-10-28
002625.XSHE,龙生股份,48.98,1091,1091,1091,300754194,223671600,2011-11-03
002626.XSHE,金达威,19.7,1092,1092,1092,576000000,575902500,2011-10-28
002627.XSHE,宜昌交运,20.36,1093,1093,1093,133500000,131552794,2011-11-03
002628.XSHE,成都路桥,8.02,1094,1094,1094,737416215,680374038,2011-11-03
002629.XSHE,仁智油服,11.65,1095,1095,1095,411948000,370102022,2011-11-03
002630.XSHE,华西能源,11.4,1096,1096,1096,738000000,613326075,2011-11-11
002631.XSHE,德尔未来,0,1097,1097,1097,649374000,505035460,2011-11-11
002632.XSHE,道明光学,24.41,1098,1098,1098,295860516,261735426,2011-11-22
002633.XSHE,*ST申科,0,1099,1099,1099,150000000,87018750,2011-11-22
002634.XSHE,棒杰股份,41,1100,1100,1100,128056271,70694273,2011-12-05
002635.XSHE,安洁科技,24.9,1101,1101,1101,388853146,183759820,2011-11-25
002636.XSHE,金安国纪,15.61,1102,1102,1102,728000000,246402552,2011-11-25
002637.XSHE,赞宇科技,22.06,1103,1103,1103,160000000,114200146,2011-11-25
002638.XSHE,勤上光电,17.25,1104,1104,1104,374670000,372584000,2011-11-25
002639.XSHE,雪人股份,10.99,1105,1105,1105,600000000,375073500,2011-12-05
002640.XSHE,跨境通,35.31,1106,1106,1106,644404605,366724308,2011-12-08
002641.XSHE,永高股份,8.32,1107,1107,1107,864000000,681026955,2011-12-08
002642.XSHE,荣之联,39.81,1108,1108,1108,424160402,228284140,2011-12-20
002643.XSHE,万润股份,33.9,1109,1109,1109,339871250,310009128,2011-12-20
002644.XSHE,佛慈制药,12.53,1110,1110,1110,510657000,444290000,2011-12-22
002645.XSHE,华宏科技,20.29,1111,1111,1111,209445019,143722800,2011-12-20
002646.XSHE,青青稞酒,17.89,1112,1112,1112,450000000,450000000,2011-12-22
002647.XSHE,宏磊股份,0,1113,1113,1113,219583000,217568648,2011-12-28
002648.XSHE,卫星石化,8.26,1114,1114,1114,800000000,800000000,2011-12-28
002649.XSHE,博彦科技,40.2,1115,1115,1115,177598000,132029549,2012-01-06
002650.XSHE,加加食品,5.59,1116,1116,1116,1152000000,1127329260,2012-01-06
002651.XSHE,利君股份,9.11,1117,1117,1117,1002500000,378431061,2012-01-06
002652.XSHE,扬子新材,0,1118,1118,1118,320040000,260149126,2012-01-19
002653.XSHE,海思科,16.3,1119,1119,1119,1080270000,452244938,2012-01-17
002654.XSHE,万润科技,17.02,1120,1120,1120,726180000,381237225,2012-02-17
002655.XSHE,共达电声,18.03,1121,1121,1121,360000000,360000000,2012-02-17
002656.XSHE,卡奴迪路,20.88,1122,1122,1122,200000000,160062500,2012-02-28
002657.XSHE,中科金财,64.53,1123,1123,1123,337576686,192657375,2012-02-28
002658.XSHE,雪迪龙,18.68,1124,1124,1124,604880320,304385830,2012-03-09
002659.XSHE,中泰桥梁,19.12,1125,1125,1125,311000000,310996000,2012-03-09
002660.XSHE,茂硕电源,13.3,1126,1126,1126,277341300,189353590,2012-03-16
002661.XSHE,克明面业,51.89,1127,1127,1127,112191966,81994868,2012-03-16
002662.XSHE,京威股份,14.96,1128,1128,1128,750000000,576430000,2012-03-09
002663.XSHE,普邦园林,6.67,1129,1129,1129,1705168581,1031906187,2012-03-16
002664.XSHE,信质电机,23.39,1130,1130,1130,400020000,369442095,2012-03-16
002665.XSHE,首航节能,25.48,1131,1131,1131,730048106,570572031,2012-03-27
002666.XSHE,德联集团,8.89,1132,1132,1132,754329268,341771539,2012-03-27
002667.XSHE,鞍重股份,50.13,1133,1133,1133,135960000,91492500,2012-03-29
002668.XSHE,奥马电器,79.35,1134,1134,1134,165350000,121917285,2012-04-16
002669.XSHE,康达新材,23.96,1135,1135,1135,200000000,150842601,2012-04-16
002670.XSHE,华声股份,31.65,1136,1136,1136,200000000,128832531,2012-04-16
002671.XSHE,龙泉股份,14.15,1137,1137,1137,443695798,316559646,2012-04-26
002672.XSHE,东江环保,16.66,1138,1138,1138,669244602,429695744,2012-04-26
002673.XSHE,西部证券,29.26,1139,1139,1139,2795569620,2400000000,2012-05-03
002674.XSHE,兴业科技,14.49,1140,1140,1140,242478000,240572000,2012-05-07
002675.XSHE,东诚药业,0,1141,1141,1141,220606662,121957725,2012-05-25
002676.XSHE,顺威股份,19.9,1142,1142,1142,400000000,396071908,2012-05-25
002677.XSHE,浙江美大,16.3,1143,1143,1143,400000000,377500000,2012-05-25
002678.XSHE,珠江钢琴,12.59,1144,1144,1144,956000000,953362080,2012-05-30
002679.XSHE,福建金森,22.44,1145,1145,1145,138680000,138680000,2012-06-05
002680.XSHE,长生生物,42.45,1146,1146,1146,484695189,62985000,2012-06-05
002681.XSHE,奋达科技,32.08,1147,1147,1147,617569200,215467188,2012-06-05
002682.XSHE,龙洲股份,12.29,1148,1148,1148,268593228,262826575,2012-06-12
002683.XSHE,宏大爆破,8.49,1149,1149,1149,609899995,475800944,2012-06-12
002684.XSHE,猛狮科技,0,1150,1150,1150,328688024,208534400,2012-06-12
002685.XSHE,华东重机,7.84,1151,1151,1151,689442857,560000000,2012-06-12
002686.XSHE,亿利达,12.25,1152,1152,1152,412005000,282193850,2012-07-03
002687.XSHE,乔治白,13.74,1153,1153,1153,354852000,318252562,2012-07-13
002688.XSHE,金河生物,18.79,1154,1154,1154,254115862,211447482,2012-07-13
002689.XSHE,远大智能,9.65,1155,1155,1155,962354536,941976787,2012-07-17
002690.XSHE,美亚光电,24.92,1156,1156,1156,676000000,326545114,2012-07-31
002691.XSHE,冀凯股份,0,1157,1157,1157,200000000,198765961,2012-07-31
002692.XSHE,远程电缆,17.03,1158,1158,1158,326430000,201797501,2012-08-08
002693.XSHE,双成药业,11.12,1159,1159,1159,419185500,403416821,2012-08-08
002694.XSHE,顾地科技,13.04,1160,1160,1160,345600000,302886750,2012-08-16
002695.XSHE,煌上煌,31.9,1161,1161,1161,126658422,113355282,2012-09-05
002696.XSHE,百洋股份,0,1162,1162,1162,176000000,103769754,2012-09-05
002697.XSHE,红旗连锁,0,1163,1163,1163,1360000000,731406130,2012-09-05
002698.XSHE,博实股份,20.45,1164,1164,1164,681700000,520583766,2012-09-11
002699.XSHE,美盛文化,35.85,1165,1165,1165,446000000,377386928,2012-09-11
002700.XSHE,新疆浩源,16.7,1166,1166,1166,422426880,313093380,2012-09-21
002701.XSHE,奥瑞金,23.8,1167,1167,1167,981344000,634274000,2012-10-11
002702.XSHE,海欣食品,20.26,1168,1168,1168,282800000,164000000,2012-10-11
002703.XSHE,浙江世宝,0,1169,1169,1169,229143855,97185963,2012-11-02
002705.XSHE,新宝股份,18.21,1170,1170,1170,442001200,103707649,2014-01-21
002706.XSHE,良信电器,47.8,1171,1171,1171,115245000,35935640,2014-01-21
002707.XSHE,众信旅游,44.78,1172,1172,1172,417484590,168414858,2014-01-23
002708.XSHE,光洋股份,13.04,1173,1173,1173,408993200,139876563,2014-01-21
002709.XSHE,天赐材料,82,1174,1174,1174,130005842,57257587,2014-01-23
002711.XSHE,欧浦智网,26.87,1175,1175,1175,330022000,116570896,2014-01-27
002712.XSHE,思美传媒,97.59,1176,1176,1176,88289509,29052286,2014-01-23
002713.XSHE,东易日盛,37.95,1177,1177,1177,249680952,62413238,2014-02-19
002714.XSHE,牧原股份,59.65,1178,1178,1178,516873109,153525008,2014-01-28
002715.XSHE,登云股份,30.89,1179,1179,1179,92000000,54054525,2014-02-19
002716.XSHE,金贵银业,13.32,1180,1180,1180,503290616,289588448,2014-01-28
002717.XSHE,岭南园林,0,1181,1181,1181,399836207,158489910,2014-02-19
002718.XSHE,友邦吊顶,52.66,1182,1182,1182,82560000,20960000,2014-01-28
002719.XSHE,麦趣尔,40.75,1183,1183,1183,108722161,33801466,2014-01-28
002721.XSHE,金一文化,21.77,1184,1184,1184,648036000,247222166,2014-01-27
002722.XSHE,金轮股份,29.11,1185,1185,1185,159269037,45741650,2014-01-28
002723.XSHE,金莱特,20.32,1186,1186,1186,186700000,55657465,2014-01-29
002724.XSHE,海洋王,19.26,1187,1187,1187,400000000,61119000,2014-11-04
002725.XSHE,跃岭股份,19.93,1188,1188,1188,160000000,52960000,2014-01-29
002726.XSHE,龙大肉食,12.42,1189,1189,1189,436480000,108480400,2014-06-26
002727.XSHE,一心堂,46.57,1190,1190,1190,260300000,95962649,2014-07-02
002728.XSHE,台城制药,22.17,1191,1191,1191,200000000,57010000,2014-07-31
002729.XSHE,好利来,70.36,1192,1192,1192,66680000,17680000,2014-09-12
002730.XSHE,电光科技,42.88,1193,1193,1193,146670000,46670000,2014-10-09
002731.XSHE,萃华珠宝,24.7,1194,1194,1194,150680000,53420000,2014-11-04
002732.XSHE,燕塘乳业,26.52,1195,1195,1195,157350000,60774255,2014-12-05
002733.XSHE,雄韬股份,23.46,1196,1196,1196,306000000,132214018,2014-12-03
002734.XSHE,利民股份,27.98,1197,1197,1197,130000000,76775400,2015-01-27
002735.XSHE,王子新材,0,1198,1198,1198,80000000,22235000,2014-12-03
002736.XSHE,国信证券,16.77,1199,1199,1199,8200000000,2195059620,2014-12-29
002737.XSHE,葵花药业,35.22,1200,1200,1200,292000000,120123726,2014-12-30
002738.XSHE,中矿资源,29.26,1201,1201,1201,124610000,57762000,2014-12-30
002739.XSHE,万达院线,0,1202,1202,1202,1174294974,406000000,2015-01-22
002740.XSHE,爱迪尔,48.85,1203,1203,1203,100000000,43043050,2015-01-22
002741.XSHE,光华科技,29.81,1204,1204,1204,360000000,131448000,2015-02-16
002742.XSHE,三圣特材,0,1205,1205,1205,144000000,47305070,2015-02-17
002743.XSHE,富煌钢构,28.7,1206,1206,1206,121340000,55540000,2015-02-17
002745.XSHE,木林森,30.53,1207,1207,1207,444500000,74499700,2015-02-17
002746.XSHE,仙坛股份,35.1,1208,1208,1208,159350000,56350000,2015-02-16
002747.XSHE,埃斯顿,52.84,1209,1209,1209,121466000,30000000,2015-03-20
002748.XSHE,世龙实业,31.97,1210,1210,1210,120000000,36935625,2015-03-19
002749.XSHE,国光股份,78.57,1211,1211,1211,75000000,18750000,2015-03-20
002750.XSHE,龙津药业,32.86,1212,1212,1212,200250000,50250000,2015-03-24
002751.XSHE,易尚展示,95.2,1213,1213,1213,140480000,35120000,2015-04-24
002752.XSHE,昇兴股份,27.17,1214,1214,1214,420000000,60000000,2015-04-22
002753.XSHE,永东股份,38.78,1215,1215,1215,98700000,24700000,2015-05-19
002755.XSHE,东方新星,34.99,1216,1216,1216,101340000,25340000,2015-05-15
002756.XSHE,永兴特钢,40.7,1217,1217,1217,200000000,50000000,2015-05-15
002757.XSHE,南兴装备,60.72,1218,1218,1218,109340000,27340000,2015-05-27
002758.XSHE,华通医药,73.23,1219,1219,1219,56000000,14000000,2015-05-27
002759.XSHE,天际股份,0,1220,1220,1220,96000000,24000000,2015-05-28
002760.XSHE,凤形股份,44.54,1221,1221,1221,88000000,22000000,2015-06-11
002761.XSHE,多喜爱,31.01,1222,1222,1222,120000000,30000000,2015-06-10
002762.XSHE,金发拉比,0,1223,1223,1223,119000000,29749900,2015-06-10
002763.XSHE,汇洁股份,33.67,1224,1224,1224,216000000,54000000,2015-06-10
002765.XSHE,蓝黛传动,22.66,1225,1225,1225,208000000,52000000,2015-06-12
002766.XSHE,索菱股份,0,1226,1226,1226,183009301,45680000,2015-06-11
002767.XSHE,先锋电子,37.88,1227,1227,1227,100000000,25000000,2015-06-12
002768.XSHE,国恩股份,93.4,1228,1228,1228,80000000,20000000,2015-06-30
002769.XSHE,普路通,61.17,1229,1229,1229,150658958,37000000,2015-06-29
002770.XSHE,科迪乳业,25.72,1230,1230,1230,273400000,68390500,2015-06-30
002771.XSHE,真视通,0,1231,1231,1231,80646500,20000000,2015-06-29
002772.XSHE,众兴菌业,42.76,1232,1232,1232,155826800,37250000,2015-06-26
002773.XSHE,康弘药业,67.67,1233,1233,1233,449856040,45600000,2015-06-26
002775.XSHE,文科园林,43.22,1234,1234,1234,120000000,30000000,2015-06-29
002776.XSHE,柏堡龙,71.63,1235,1235,1235,104880000,26220000,2015-06-26
002777.XSHE,久远银海,0,1236,1236,1236,80000000,20000000,2015-12-31
002778.XSHE,高科石化,39.32,1237,1237,1237,89109500,22300000,2016-01-06
002779.XSHE,中坚科技,49.48,1238,1238,1238,88000000,22000000,2015-12-09
002780.XSHE,三夫户外,72.97,1239,1239,1239,67000000,17000000,2015-12-09
002781.XSHE,奇信股份,33.95,1240,1240,1240,225000000,45000000,2015-12-22
002782.XSHE,可立克,34.36,1241,1241,1241,170400000,42600000,2015-12-22
002783.XSHE,凯龙股份,75.48,1242,1242,1242,83470000,20870000,2015-12-09
002785.XSHE,万里石,26.9,1243,1243,1243,200000000,50000000,2015-12-23
002786.XSHE,银宝山新,36.53,1244,1244,1244,127080000,31780000,2015-12-23
002787.XSHE,华源包装,33.03,1245,1245,1245,140800000,35200000,2015-12-31
002788.XSHE,鹭燕医药,50.51,1246,1246,1246,128168800,32050000,2016-02-18
002789.XSHE,建艺集团,59.46,1247,1247,1247,81200000,20300000,2016-03-11
002790.XSHE,瑞尔特,44.97,1248,1248,1248,160000000,40000000,2016-03-08
300001.XSHE,特锐德,25.2,1249,1249,1249,1001964856,824380879,2009-10-30
300002.XSHE,神州泰岳,9.17,1250,1250,1250,1995254515,1159367221,2009-10-30
300003.XSHE,乐普医疗,36.6,1251,1251,1251,871785147,686106725,2009-10-30
300004.XSHE,南风股份,17.05,1252,1252,1252,509218928,316963510,2009-10-30
300005.XSHE,探路者,18.22,1253,1253,1253,514106945,348636894,2009-10-30
300006.XSHE,莱美药业,35.04,1254,1254,1254,225622557,156267275,2009-10-30
300007.XSHE,汉威电子,21.79,1255,1255,1255,293022806,214086828,2009-10-30
300008.XSHE,上海佳豪,22.85,1256,1256,1256,252891674,180584622,2009-10-30
300009.XSHE,安科生物,31.15,1257,1257,1257,407863881,245092111,2009-10-30
300010.XSHE,立思辰,21.76,1258,1258,1258,763797583,427364297,2009-10-30
300011.XSHE,鼎汉技术,20.2,1259,1259,1259,527115526,369343923,2009-10-30
300012.XSHE,华测检测,22.06,1260,1260,1260,383208746,338646831,2009-10-30
300013.XSHE,新宁物流,15.78,1261,1261,1261,297791410,179100000,2009-10-30
300014.XSHE,亿纬锂能,26.97,1262,1262,1262,427233313,409612655,2009-10-30
300015.XSHE,爱尔眼科,29.18,1263,1263,1263,986041867,782227390,2009-10-30
300016.XSHE,北陆药业,25.08,1264,1264,1264,330509651,254743900,2009-10-30
300017.XSHE,网宿科技,56.9,1265,1265,1265,789384564,502209718,2009-10-30
300018.XSHE,中元华电,25.38,1266,1266,1266,240415768,149711925,2009-10-30
300019.XSHE,硅宝科技,0,1267,1267,1267,326400000,217210335,2009-10-30
300020.XSHE,银江股份,18.55,1268,1268,1268,655789086,577372227,2009-10-30
300021.XSHE,大禹节水,14.97,1269,1269,1269,278600000,165588840,2009-10-30
300022.XSHE,吉峰农机,7.72,1270,1270,1270,380240380,319942882,2009-10-30
300023.XSHE,宝德股份,31.48,1271,1271,1271,316106775,130125720,2009-10-30
300024.XSHE,机器人,55.76,1272,1272,1272,709199826,633829602,2009-10-30
300025.XSHE,华星创业,0,1273,1273,1273,214265281,153084263,2009-10-30
300026.XSHE,红日药业,14.82,1274,1274,1274,1004453981,658117743,2009-10-30
300027.XSHE,华谊兄弟,27.99,1275,1275,1275,1392887564,945885342,2009-10-30
300028.XSHE,金亚科技,0,1276,1276,1276,346203000,343975027,2009-10-30
300029.XSHE,天龙光电,12.1,1277,1277,1277,200000000,193456708,2009-12-25
300030.XSHE,阳普医疗,14.52,1278,1278,1278,308795815,243473396,2009-12-25
300031.XSHE,宝通科技,23.55,1279,1279,1279,300000000,223876526,2009-12-25
300032.XSHE,金龙机电,20.26,1280,1280,1280,675939890,580375128,2009-12-25
300033.XSHE,同花顺,74.97,1281,1281,1281,537600000,263620896,2009-12-25
300034.XSHE,钢研高纳,22.2,1282,1282,1282,322008503,321486184,2009-12-25
300035.XSHE,中科电气,12.42,1283,1283,1283,233853750,185922212,2009-12-25
300036.XSHE,超图软件,41.04,1284,1284,1284,195821670,152541244,2009-12-25
300037.XSHE,新宙邦,45.96,1285,1285,1285,184020884,108837472,2010-01-08
300038.XSHE,梅泰诺,0,1286,1286,1286,190430995,116415386,2010-01-08
300039.XSHE,上海凯宝,10.3,1287,1287,1287,833684800,616235986,2010-01-08
300040.XSHE,九洲电气,9.69,1288,1288,1288,346079204,200892651,2010-01-08
300041.XSHE,回天新材,20.06,1289,1289,1289,200392190,127038483,2010-01-08
300042.XSHE,朗科科技,29.4,1290,1290,1290,133600000,104612805,2010-01-08
300043.XSHE,互动娱乐,0,1291,1291,1291,1244198401,798190950,2010-01-20
300044.XSHE,赛为智能,21.35,1292,1292,1292,223536000,156321407,2010-01-20
300045.XSHE,华力创通,17.9,1293,1293,1293,555120000,332351897,2010-01-20
300046.XSHE,台基股份,0,1294,1294,1294,142080000,136905000,2010-01-20
300047.XSHE,天源迪科,18.48,1295,1295,1295,323595800,243242738,2010-01-20
300048.XSHE,合康变频,15,1296,1296,1296,393643342,313267550,2010-01-20
300049.XSHE,福瑞股份,23.26,1297,1297,1297,263457542,224351472,2010-01-20
300050.XSHE,世纪鼎利,28.06,1298,1298,1298,249457233,159360245,2010-01-20
300051.XSHE,三五互联,15.21,1299,1299,1299,365698690,209634374,2010-02-11
300052.XSHE,中青宝,27.18,1300,1300,1300,261038600,260175482,2010-02-11
300053.XSHE,欧比特,35.5,1301,1301,1301,231160240,166087335,2010-02-11
300054.XSHE,鼎龙股份,20.84,1302,1302,1302,447897607,300005320,2010-02-11
300055.XSHE,万邦达,18.56,1303,1303,1303,735184815,513273258,2010-02-26
300056.XSHE,三维丝,15.22,1304,1304,1304,329322890,250814294,2010-02-26
300057.XSHE,万顺股份,0,1305,1305,1305,439664781,249900313,2010-02-26
300058.XSHE,蓝色光标,10.82,1306,1306,1306,1931169473,1464302472,2010-02-26
300059.XSHE,东方财富,46.6,1307,1307,1307,1853892052,1291255313,2010-03-19
300061.XSHE,康耐特,22.76,1308,1308,1308,249919791,144148983,2010-03-19
300062.XSHE,中能电气,18.89,1309,1309,1309,154000000,82671775,2010-03-19
300063.XSHE,天龙集团,0,1310,1310,1310,290570780,117717583,2010-03-26
300064.XSHE,豫金刚石,9.5,1311,1311,1311,678120274,605750016,2010-03-26
300065.XSHE,海兰信,29.96,1312,1312,1312,241560648,179870812,2010-03-26
300066.XSHE,三川智慧,18.95,1313,1313,1313,416013305,375353860,2010-03-26
300067.XSHE,安诺其,10.32,1314,1314,1314,527234000,344470830,2010-04-21
300068.XSHE,南都电源,17.32,1315,1315,1315,604980000,436768159,2010-04-21
300069.XSHE,金利华电,24.3,1316,1316,1316,117000000,84233100,2010-04-21
300070.XSHE,碧水源,39.12,1317,1317,1317,1259498678,667363728,2010-04-21
300071.XSHE,华谊嘉信,0,1318,1318,1318,685294641,425443138,2010-04-21
300072.XSHE,三聚环保,32.78,1319,1319,1319,796693450,596860856,2010-04-27
300073.XSHE,当升科技,34.5,1320,1320,1320,183034020,158992393,2010-04-27
300074.XSHE,华平股份,10.76,1321,1321,1321,528000000,434516267,2010-04-27
300075.XSHE,数字政通,23.56,1322,1322,1322,382633710,266820223,2010-04-27
300076.XSHE,GQY视讯,22.32,1323,1323,1323,212000000,183958650,2010-04-30
300077.XSHE,国民技术,37.1,1324,1324,1324,281960000,266263350,2010-04-30
300078.XSHE,思创医惠,35.9,1325,1325,1325,418750000,253460905,2010-04-30
300079.XSHE,数码视讯,9.98,1326,1326,1326,1377793862,1207777437,2010-04-30
300080.XSHE,易成新能,8.17,1327,1327,1327,502804021,402126378,2010-06-25
300081.XSHE,恒信移动,0,1328,1328,1328,134000000,91821067,2010-05-20
300082.XSHE,奥克股份,6.3,1329,1329,1329,673920000,673861500,2010-05-20
300083.XSHE,劲胜精密,33.95,1330,1330,1330,355894642,227636534,2010-05-20
300084.XSHE,海默科技,10.08,1331,1331,1331,324765738,249476718,2010-05-20
