代码,名称,收盘价,净值,总股本,流通股本,上市时间
000903.XSHE,云内动力,6.76,0,799013968,790601269,1999-04-15
000905.XSHE,厦门港务,9.88,0,531000000,531000000,1999-04-29
000906.XSHE,物产中拓,12.05,0,392932669,330605802,1999-07-07
000908.XSHE,景峰医药,13.04,0,799794865,430438096,1999-02-03
000909.XSHE,数源科技,20.92,0,294000000,294000000,1999-05-07
000910.XSHE,大亚科技,14.55,0,527500000,527500000,1999-06-30
000911.XSHE,南宁糖业,17.65,0,324080937,286640000,1999-05-27
000912.XSHE,泸天化,6.44,0,585000000,585000000,1999-06-03
000913.XSHE,钱江摩托,0.00,0,453536000,453436347,1999-05-14
000915.XSHE,山大华特,31.52,0,180254989,179376429,1999-06-09
000916.XSHE,华北高速,5.03,0,1090000000,1089979262,1999-09-27
000917.XSHE,电广传媒,16.57,0,1417556338,1061957014,1999-03-25
000918.XSHE,嘉凯城,0.00,0,1804191500,1804191500,1999-07-20
000919.XSHE,金陵药业,12.84,0,504000000,503208751,1999-11-18
000920.XSHE,南方汇通,0.00,0,422000000,421892825,1999-06-16
000921.XSHE,海信科龙,7.47,0,903135562,902063017,1999-07-13
000922.XSHE,佳电股份,9.80,0,543667277,457900496,1999-06-18
000923.XSHE,河北宣工,14.50,0,198000000,198000000,1999-07-14
000925.XSHE,众合科技,0.00,0,324083862,301182033,1999-06-11
000926.XSHE,福星股份,12.55,0,949322474,530648422,1999-06-18
000927.XSHE,*ST夏利,5.87,0,1595174020,1595170960,1999-07-27
000928.XSHE,中钢国际,12.76,0,642562099,412865702,1999-03-12
000929.XSHE,兰州黄河,0.00,0,185766000,185632527,1999-06-23
000930.XSHE,中粮生化,13.40,0,964411115,964396472,1999-07-12
000931.XSHE,中 关 村,9.07,0,674846940,667948817,1999-07-12
000932.XSHE,华菱钢铁,3.95,0,3015650025,3015104781,1999-08-03
000933.XSHE,神火股份,5.95,0,1900500000,1900448400,1999-08-31
000935.XSHE,四川双马,6.76,0,763440333,319410000,1999-08-24
000936.XSHE,华西股份,9.30,0,886012887,747835889,1999-08-10
000937.XSHE,冀中能源,5.41,0,3533546850,2869185275,1999-09-09
000938.XSHE,紫光股份,66.69,0,206080000,206074563,1999-11-04
000939.XSHE,凯迪生态,9.00,0,1507292372,941176044,1999-09-23
000948.XSHE,南天信息,20.24,0,246606046,231393942,1999-10-14
000949.XSHE,新乡化纤,4.27,0,1027241303,1026701934,1999-10-21
000950.XSHE,建峰化工,0.00,0,598799235,598791735,1999-09-16
000951.XSHE,中国重汽,17.16,0,419425500,419313975,1999-11-25
000952.XSHE,广济药业,22.38,0,251705513,251679806,1999-11-12
000953.XSHE,河池化工,0.00,0,294059437,294046993,1999-12-02
000955.XSHE,欣龙控股,0.00,0,538395000,538395000,1999-12-09
000957.XSHE,中通客车,20.40,0,296451968,238489330,2000-01-13
000958.XSHE,东方能源,14.74,0,551136613,250479588,1999-12-23
000959.XSHE,首钢股份,4.77,0,5289389600,1206145283,1999-12-16
000960.XSHE,锡业股份,12.62,0,1472055068,1151217841,2000-02-21
000961.XSHE,中南建设,16.03,0,1167839226,1163865007,2000-03-01
000962.XSHE,东方钽业,0.00,0,440832644,440831060,2000-01-20
000963.XSHE,华东医药,68.65,0,486058208,434059991,2000-01-27
000965.XSHE,天保基建,5.20,0,1008937178,1008937178,2000-04-06
000966.XSHE,长源电力,11.49,0,554142040,554142040,2000-03-16
000967.XSHE,盈峰环境,19.57,0,484924403,273438764,2000-03-30
000968.XSHE,*ST煤气,0.00,0,513747000,513747000,2000-06-22
000969.XSHE,安泰科技,10.85,0,988363055,861199474,2000-05-29
000970.XSHE,中科三环,11.78,0,1065200000,1063501194,2000-04-20
000971.XSHE,高升控股,26.16,0,430945383,242549286,2000-04-27
000972.XSHE,新中基,8.09,0,771283579,771176704,2000-09-26
000973.XSHE,佛塑科技,8.78,0,967423171,772478682,2000-05-25
000975.XSHE,银泰资源,12.92,0,1081616070,878560419,2000-06-08
000976.XSHE,春晖股份,9.04,0,1595678796,586543154,2000-06-01
000977.XSHE,浪潮信息,23.12,0,999282714,959725752,2000-06-08
000978.XSHE,桂林旅游,11.53,0,360100000,360034375,2000-05-18
000979.XSHE,中弘股份,3.06,0,4610307849,4607942649,2000-06-16
000980.XSHE,金马股份,0.00,0,528140000,527660750,2000-06-16
000981.XSHE,银亿股份,9.84,0,2577015600,2574315600,2000-06-22
000982.XSHE,中银绒业,0.00,0,1805043279,1293932169,2000-07-06
000983.XSHE,西山煤电,7.79,0,3151200000,3151197660,2000-07-26
000985.XSHE,大庆华科,23.90,0,129639500,129639500,2000-07-26
000987.XSHE,广州友谊,24.70,0,358958107,358758780,2000-07-18
000988.XSHE,华工科技,19.41,0,891116632,891116632,2000-06-08
000989.XSHE,九 芝 堂,25.97,0,755960206,214105268,2000-06-28
000990.XSHE,诚志股份,0.00,0,387683644,297028344,2000-07-06
000993.XSHE,闽东电力,8.57,0,373000000,373000000,2000-07-31
000995.XSHE,*ST皇台,13.17,0,177408000,177404325,2000-08-07
000996.XSHE,中国中期,20.73,0,230000000,230000000,2000-07-18
000997.XSHE,新 大 陆,0.00,0,938621998,921946932,2000-08-07
000998.XSHE,隆平高科,18.37,0,1256194674,830652986,2000-12-11
000999.XSHE,华润三九,22.29,0,978900000,977742318,2000-03-09
001696.XSHE,宗申动力,9.71,0,1145026920,891158475,1997-03-06
001896.XSHE,豫能控股,10.57,0,855275976,661921546,1998-01-22
001979.XSHE,招商蛇口,15.61,0,7904092722,1899379550,2015-12-30
002001.XSHE,新 和 成,20.30,0,1088919000,1073088902,2004-06-25
002002.XSHE,鸿达兴业,0.00,0,972039206,387449234,2004-06-25
002003.XSHE,伟星股份,14.60,0,411509288,355401315,2004-06-25
002004.XSHE,华邦健康,10.30,0,2034877685,1313597903,2004-06-25
002005.XSHE,德豪润达,6.10,0,1396400000,1166400000,2004-06-25
002006.XSHE,精功科技,0.00,0,455160000,442905915,2004-06-25
002007.XSHE,华兰生物,43.03,0,581304800,501271707,2004-06-25
002008.XSHE,大族激光,21.43,0,1066147394,990412277,2004-06-25
002009.XSHE,天奇股份,15.57,0,364825529,262412196,2004-06-29
002010.XSHE,传化股份,16.38,0,3257814678,412823094,2004-06-29
002011.XSHE,盾安环境,12.32,0,917212180,839804185,2004-07-05
002012.XSHE,凯恩股份,0.00,0,467625470,467625470,2004-07-05
002013.XSHE,中航机电,20.07,0,1069224692,381059214,2004-07-05
002014.XSHE,永新股份,15.80,0,325758450,323360843,2004-07-08
002015.XSHE,霞客环保,10.74,0,400703825,220348634,2004-07-08
002016.XSHE,世荣兆业,10.38,0,809095632,646095632,2004-07-08
002017.XSHE,东信和平,15.13,0,346548936,342025671,2004-07-13
002018.XSHE,华信国际,0.00,0,1198856538,470171520,2004-07-13
002019.XSHE,亿帆鑫富,49.91,0,440319243,197580971,2004-07-13
002020.XSHE,京新药业,26.35,0,319587943,231645392,2004-07-15
002021.XSHE,中捷资源,8.05,0,687815040,567755840,2004-07-15
002022.XSHE,科华生物,20.35,0,512569193,380126392,2004-07-21
002023.XSHE,海特高新,15.87,0,756791003,576460284,2004-07-21
002024.XSHE,苏宁云商,11.91,0,7383043150,5017814859,2004-07-21
002025.XSHE,航天电器,21.83,0,429000000,428841898,2004-07-26
002026.XSHE,山东威达,11.85,0,354134251,354134251,2004-07-27
002027.XSHE,七喜控股,32.12,0,4115891498,204893582,2004-08-04
002028.XSHE,思源电气,12.95,0,626957135,476309510,2004-08-05
002029.XSHE,七 匹 狼,10.78,0,755670000,754475693,2004-08-06
002030.XSHE,达安基因,31.05,0,659018611,631248779,2004-08-09
002031.XSHE,巨轮智能,0.00,0,733131890,623952277,2004-08-16
002032.XSHE,苏 泊 尔,29.00,0,632875188,468068190,2004-08-17
002033.XSHE,丽江旅游,12.94,0,422685163,422677063,2004-08-25
002034.XSHE,美 欣 达,37.20,0,83920000,60817197,2004-08-26
002035.XSHE,华帝股份,17.02,0,358861302,335337920,2004-09-01
002036.XSHE,联创电子,25.77,0,595422367,254237332,2004-09-03
002037.XSHE,久联发展,17.67,0,327368160,327368160,2004-09-08
002038.XSHE,双鹭药业,24.59,0,684900000,566996255,2004-09-09
002039.XSHE,黔源电力,17.06,0,305398662,305373080,2005-03-03
002040.XSHE,南 京 港,13.34,0,245872000,245872000,2005-03-25
002041.XSHE,登海种业,14.90,0,880000000,873861443,2005-04-18
002042.XSHE,华孚色纺,9.90,0,832992573,831652923,2005-04-27
002043.XSHE,兔 宝 宝,12.44,0,552000457,309779112,2005-05-10
002044.XSHE,美年健康,0.00,0,1210741353,277737000,2005-05-18
002045.XSHE,国光电器,12.86,0,416904000,415238775,2005-05-23
002046.XSHE,轴研科技,10.28,0,353609448,340565970,2005-05-26
002047.XSHE,宝鹰股份,10.58,0,1263101435,682417834,2005-05-31
002048.XSHE,宁波华翔,0.00,0,530047150,460391995,2005-06-03
002049.XSHE,同方国芯,44.58,0,606817968,592843898,2005-06-06
002050.XSHE,三花股份,7.21,0,1801476140,1517438538,2005-06-07
002051.XSHE,中工国际,23.38,0,773418434,764549607,2006-06-19
002052.XSHE,同洲电子,0.00,0,745959694,556828430,2006-06-27
002053.XSHE,云南盐化,23.53,0,279164668,185851103,2006-06-27
002054.XSHE,德美化工,11.35,0,419809471,315390082,2006-07-25
002055.XSHE,得润电子,31.90,0,450512080,402733227,2006-07-25
002056.XSHE,横店东磁,21.79,0,410900000,410808950,2006-08-02
002057.XSHE,中钢天源,12.41,0,199381670,199381670,2006-08-02
002058.XSHE,威 尔 泰,22.09,0,143448332,143418237,2006-08-02
002059.XSHE,云南旅游,8.23,0,730792576,522432682,2006-08-10
002060.XSHE,粤 水 电,6.85,0,601131029,600815935,2006-08-10
002061.XSHE,*ST江化,6.27,0,453259717,453259717,2006-08-16
002062.XSHE,宏润建设,7.69,0,787500000,673001967,2006-08-16
002063.XSHE,远光软件,14.94,0,596561250,526136461,2006-08-23
002064.XSHE,华峰氨纶,5.02,0,1676800000,1512844208,2006-08-23
002065.XSHE,东华软件,0.00,0,1564561700,1348718263,2006-08-23
002066.XSHE,瑞泰科技,15.79,0,231000000,231000000,2006-08-23
002067.XSHE,景兴纸业,6.56,0,1093951000,960301000,2006-09-15
002068.XSHE,黑猫股份,6.41,0,607063596,606957971,2006-09-15
002069.XSHE,獐 子 岛,9.88,0,711112194,680786969,2006-09-28
002070.XSHE,众和股份,0.00,0,635258156,566712091,2006-10-12
002071.XSHE,长城影视,0.00,0,525429878,317248615,2006-10-12
002072.XSHE,凯瑞德,0.00,0,176000000,176000000,2006-10-18
002073.XSHE,软控股份,12.58,0,818588257,625668907,2006-10-18
002074.XSHE,国轩高科,36.16,0,876350000,235279402,2006-10-18
002075.XSHE,沙钢股份,12.39,0,2206771772,2206770722,2006-10-25
002076.XSHE,雪 莱 特,12.44,0,367159836,206898060,2006-10-25
002077.XSHE,大港股份,14.88,0,410000000,251992500,2006-11-16
002078.XSHE,太阳纸业,4.85,0,2536635238,1985883863,2006-11-16
002079.XSHE,苏州固锝,8.78,0,727971487,726028403,2006-11-16
002080.XSHE,中材科技,19.56,0,400000000,400000000,2006-11-20
002081.XSHE,金 螳 螂,15.92,0,1762205793,1682770589,2006-11-20
002082.XSHE,栋梁新材,11.23,0,238000000,205719325,2006-11-20
002083.XSHE,孚日股份,6.31,0,908000005,855844900,2006-11-24
002084.XSHE,海鸥卫浴,11.36,0,456316228,404555776,2006-11-24
002085.XSHE,万丰奥威,31.96,0,911199866,827740993,2006-11-28
002086.XSHE,东方海洋,18.06,0,343850000,237808600,2006-11-28
002087.XSHE,新野纺织,7.19,0,519758400,519625001,2006-11-30
002088.XSHE,鲁阳节能,15.42,0,233978689,136863222,2006-11-30
002089.XSHE,新 海 宜,0.00,0,687334808,475959468,2006-11-30
002090.XSHE,金智科技,25.45,0,231718904,196572500,2006-12-08
002091.XSHE,江苏国泰,19.06,0,362717550,352019540,2006-12-08
002092.XSHE,中泰化学,0.00,0,1390239078,1242482866,2006-12-08
002093.XSHE,国脉科技,11.17,0,865000000,852874858,2006-12-15
002094.XSHE,青岛金王,24.08,0,321916620,321841620,2006-12-15
002095.XSHE,生 意 宝,62.79,0,252720000,251555073,2006-12-15
002096.XSHE,南岭民爆,19.00,0,371287000,370852000,2006-12-22
002097.XSHE,山河智能,8.32,0,755325000,629455501,2006-12-22
002098.XSHE,浔兴股份,11.95,0,358000000,198945000,2006-12-22
002099.XSHE,海翔药业,11.13,0,1519517230,798587208,2006-12-26
002100.XSHE,天康生物,8.65,0,963384608,473334862,2006-12-26
002101.XSHE,广东鸿图,22.75,0,191700000,191692575,2006-12-29
002102.XSHE,冠福股份,0.00,0,728727553,402546149,2006-12-29
002103.XSHE,广博股份,30.50,0,305118303,171203027,2007-01-10
002104.XSHE,恒宝股份,18.00,0,713544000,707239867,2007-01-10
002105.XSHE,信隆实业,9.00,0,368500000,368500000,2007-01-12
002106.XSHE,莱宝高科,8.82,0,705816160,703549204,2007-01-12
002107.XSHE,沃华医药,16.83,0,360756000,348907680,2007-01-24
002108.XSHE,沧州明珠,18.02,0,618458068,614438576,2007-01-24
002109.XSHE,*ST兴化,6.37,0,358400000,358400000,2007-01-26
002110.XSHE,三钢闽光,6.37,0,534700000,534700000,2007-01-26
002111.XSHE,威海广泰,24.48,0,361090177,263663375,2007-01-26
002112.XSHE,三变科技,0.00,0,201600000,182652413,2007-02-08
002113.XSHE,天润控股,29.70,0,118400000,118363348,2007-02-08
002114.XSHE,罗平锌电,22.61,0,271840827,86206075,2007-02-15
002115.XSHE,三维通信,11.31,0,410688000,343053161,2007-02-15
002116.XSHE,中国海诚,13.66,0,408243411,405754913,2007-02-15
002117.XSHE,东港股份,34.20,0,363777614,363670890,2007-03-02
002118.XSHE,紫鑫药业,14.32,0,512991382,512715907,2007-03-02
002119.XSHE,康强电子,25.09,0,206200000,201925000,2007-03-02
002120.XSHE,新海股份,21.43,0,150280000,98223602,2007-03-06
002121.XSHE,科陆电子,25.29,0,476711700,278651807,2007-03-06
002122.XSHE,天马股份,6.79,0,1188000000,1073172984,2007-03-28
002123.XSHE,荣信股份,17.08,0,861595025,455786701,2007-03-28
002124.XSHE,天邦股份,25.60,0,289399941,152806638,2007-04-03
002125.XSHE,湘潭电化,18.10,0,215999991,139130616,2007-04-03
002126.XSHE,银轮股份,14.47,0,360540000,300649481,2007-04-18
002127.XSHE,南极电商,17.55,0,769129766,446453452,2007-04-18
002128.XSHE,露天煤业,8.45,0,1634378473,1588220839,2007-04-18
002129.XSHE,中环股份,8.81,0,2644236466,2296260159,2007-04-20
002130.XSHE,沃尔核材,17.94,0,569387998,429816192,2007-04-20
002131.XSHE,利欧股份,16.89,0,1509427649,687232807,2007-04-27
002132.XSHE,恒星科技,6.50,0,706362832,473153762,2007-04-27
002133.XSHE,广宇集团,6.53,0,774144175,601504601,2007-04-27
002134.XSHE,天津普林,12.73,0,245849768,245849768,2007-05-16
002135.XSHE,东南网架,7.60,0,854532200,671194533,2007-05-30
002136.XSHE,安 纳 达,13.69,0,215020000,213384010,2007-05-30
002137.XSHE,麦达数字,13.99,0,577586117,255203332,2007-06-13
002138.XSHE,顺络电子,14.08,0,740938814,693047690,2007-06-13
002139.XSHE,拓邦股份,18.46,0,262656468,188290710,2007-06-29
002140.XSHE,东华科技,14.71,0,446034534,439226066,2007-07-12
002141.XSHE,蓉胜超微,30.29,0,181888000,181888000,2007-07-20
002142.XSHE,宁波银行,13.71,0,3899794081,3451218014,2007-07-19
002143.XSHE,印纪传媒,27.08,0,1106146365,188443750,2007-07-20
002144.XSHE,宏达高科,21.07,0,176762528,132907612,2007-08-03
002145.XSHE,中核钛白,20.15,0,535645192,324271779,2007-08-03
002146.XSHE,荣盛发展,7.60,0,4348163851,3363590598,2007-08-08
002147.XSHE,方圆支承,20.68,0,258521810,220221517,2007-08-08
002148.XSHE,北纬通信,15.35,0,255852876,204490049,2007-08-10
002149.XSHE,西部材料,19.10,0,174630000,174630000,2007-08-10
002150.XSHE,通润装备,13.14,0,250200000,250200000,2007-08-10
002151.XSHE,北斗星通,40.45,0,293709494,141154467,2007-08-13
002152.XSHE,广电运通,23.08,0,1079504767,863098458,2007-08-13
002153.XSHE,石基信息,91.08,0,355596251,163053555,2007-08-13
002154.XSHE,报 喜 鸟,5.41,0,1172018740,1065817159,2007-08-16
002155.XSHE,湖南黄金,9.34,0,1131864036,996099149,2007-08-16
002156.XSHE,通富微电,13.22,0,748177011,649709670,2007-08-16
002157.XSHE,正邦科技,19.45,0,672058047,386228341,2007-08-17
002158.XSHE,汉钟精机,19.84,0,294656179,263485695,2007-08-17
002159.XSHE,三特索道,23.66,0,138666666,133882644,2007-08-17
002160.XSHE,常铝股份,9.91,0,638155527,344350655,2007-08-21
002161.XSHE,远 望 谷,17.39,0,739757400,698866693,2007-08-21
002162.XSHE,悦心健康,9.66,0,655500000,626768363,2007-08-23
002163.XSHE,中航三鑫,8.16,0,803550000,742234251,2007-08-23
002164.XSHE,宁波东力,0.00,0,445625000,414312275,2007-08-23
002165.XSHE,红 宝 丽,7.48,0,539274768,527598447,2007-09-13
002166.XSHE,莱茵生物,12.67,0,437281362,305199664,2007-09-13
002167.XSHE,东方锆业,9.43,0,620946000,471985182,2007-09-13
002168.XSHE,深圳惠程,0.00,0,781004768,757104262,2007-09-19
002169.XSHE,智光电气,17.97,0,316111382,249048438,2007-09-19
002170.XSHE,芭田股份,9.03,0,876780499,633121980,2007-09-19
002171.XSHE,楚江新材,16.58,0,444714992,324970488,2007-09-21
002172.XSHE,澳洋科技,12.88,0,694881462,537549652,2007-09-21
002173.XSHE,千足珍珠,19.80,0,456868926,139634985,2007-09-25
002174.XSHE,游族网络,103.99,0,287105015,88003142,2007-09-25
002175.XSHE,东方网络,51.30,0,230565838,199229257,2007-10-12
002176.XSHE,江特电机,11.73,0,1236679509,1150122180,2007-10-12
002177.XSHE,御银股份,7.69,0,761191294,622156437,2007-11-01
002178.XSHE,延华智能,10.52,0,730103059,570667510,2007-11-01
002179.XSHE,中航光电,34.85,0,602514884,577683562,2007-11-01
002180.XSHE,艾派克,0.00,0,569149502,110178385,2007-11-13
002181.XSHE,粤 传 媒,9.96,0,1161058174,1134296844,2007-11-16
002182.XSHE,云海金属,14.15,0,288000000,220149408,2007-11-13
002183.XSHE,怡 亚 通,29.89,0,1049380971,1012126894,2007-11-13
002184.XSHE,海得控制,27.63,0,220000000,134386224,2007-11-16
002185.XSHE,华天科技,14.08,0,819658825,696752991,2007-11-20
002186.XSHE,全 聚 德,18.62,0,308463955,280869977,2007-11-20
002187.XSHE,广百股份,13.66,0,342422568,342422568,2007-11-22
002188.XSHE,巴士在线,28.55,0,299585062,156000000,2007-11-22
002189.XSHE,利达光电,35.71,0,199240000,198703131,2007-12-03
002190.XSHE,成飞集成,36.51,0,345188382,345188382,2007-12-03
002191.XSHE,劲嘉股份,10.74,0,1315496000,1294676000,2007-12-05
002192.XSHE,融捷股份,36.95,0,259655203,190489494,2007-12-05
002193.XSHE,山东如意,15.65,0,160000000,159964938,2007-12-07
002194.XSHE,武汉凡谷,12.00,0,555880000,437199857,2007-12-07
002195.XSHE,二三四五,28.37,0,955232720,451750263,2007-12-12
002196.XSHE,方正电机,26.89,0,265235073,97994475,2007-12-12
002197.XSHE,证通电子,21.77,0,426036752,337218442,2007-12-18
002198.XSHE,嘉应制药,8.52,0,507509848,405247347,2007-12-18
002199.XSHE,东晶电子,16.25,0,243442363,146007841,2007-12-21
002200.XSHE,云投生态,22.87,0,184132890,107829019,2007-12-21
002201.XSHE,九鼎新材,0.00,0,255744208,218269305,2007-12-26
002202.XSHE,金风科技,16.56,0,2235494200,2157520333,2007-12-26
002203.XSHE,海亮股份,7.64,0,1671401113,1467708509,2008-01-16
002204.XSHE,大连重工,7.26,0,965685016,965685016,2008-01-16
002205.XSHE,国统股份,22.57,0,116152018,116152018,2008-01-23
002206.XSHE,海 利 得,13.82,0,449770500,342889875,2008-01-23
002207.XSHE,准油股份,0.00,0,239177378,176564565,2008-01-28
002208.XSHE,合肥城建,19.45,0,320100000,319217941,2008-01-28
002209.XSHE,达 意 隆,0.00,0,195244050,158561467,2008-01-30
002210.XSHE,飞马国际,17.69,0,747909677,582107540,2008-01-30
002211.XSHE,宏达新材,0.00,0,432475779,266560186,2008-02-01
002212.XSHE,南洋股份,9.39,0,510260000,301091479,2008-02-01
002213.XSHE,特 尔 佳,20.80,0,206000000,164774859,2008-02-01
002214.XSHE,大立科技,11.86,0,458666666,355340212,2008-02-18
002215.XSHE,诺 普 信,11.71,0,924435004,686876832,2008-02-18
002216.XSHE,三全食品,9.08,0,804217532,570728590,2008-02-20
002217.XSHE,合力泰,12.81,0,1422474212,384567402,2008-02-20
002218.XSHE,拓日新能,8.70,0,618171052,479437613,2008-02-28
002219.XSHE,恒康医疗,0.00,0,1891260330,1381440396,2008-03-06
002220.XSHE,天宝股份,9.56,0,547485824,389481229,2008-02-28
002221.XSHE,东华能源,25.04,0,692346184,632504709,2008-03-06
002222.XSHE,福晶科技,20.00,0,285000000,279689168,2008-03-19
002223.XSHE,鱼跃医疗,31.23,0,584767040,494352852,2008-04-18
002224.XSHE,三 力 士,18.33,0,656569698,472084018,2008-04-25
002225.XSHE,濮耐股份,6.06,0,890059161,585669937,2008-04-25
002226.XSHE,江南化工,10.76,0,791278992,791195966,2008-05-06
002227.XSHE,奥 特 迅,35.49,0,221108100,219553850,2008-05-06
002228.XSHE,合兴包装,19.35,0,372490118,347500325,2008-05-08
002229.XSHE,鸿博股份,25.40,0,298186000,219126527,2008-05-08
002230.XSHE,科大讯飞,0.00,0,1291906091,912603515,2008-05-12
002231.XSHE,奥维通信,19.70,0,356800000,250375000,2008-05-12
002232.XSHE,启明信息,15.95,0,408548455,401603445,2008-05-09
002233.XSHE,塔牌集团,9.44,0,894655969,758128740,2008-05-16
002234.XSHE,民和股份,23.53,0,302046632,206152121,2008-05-16
002235.XSHE,安妮股份,29.20,0,195000000,151498874,2008-05-16
002236.XSHE,大华股份,34.45,0,1159899502,683482863,2008-05-20
002237.XSHE,恒邦股份,10.59,0,910400000,800299850,2008-05-20
002238.XSHE,天威视讯,19.68,0,514461000,464511090,2008-05-26
