代码,名称,收盘价,净值,总股本,流通股本,上市时间
002259.XSHE,升达林业,7.13,0,643320000,609061267,2008-07-16
002260.XSHE,德奥通航,28.08,0,265200000,265200000,2008-07-16
002261.XSHE,拓维信息,32.92,0,557277755,321702268,2008-07-23
002262.XSHE,恩华药业,21.20,0,485166833,395860318,2008-07-23
002263.XSHE,大 东 南,7.10,0,939180050,845362097,2008-07-28
002264.XSHE,新 华 都,7.51,0,684563880,537826371,2008-07-31
002265.XSHE,西仪股份,12.51,0,291026000,291026000,2008-08-06
002266.XSHE,浙富控股,6.21,0,1978719849,1481109565,2008-08-06
002267.XSHE,陕天然气,9.34,0,1112075445,1112075445,2008-08-13
002268.XSHE,卫 士 通,38.46,0,432523346,344632303,2008-08-11
002269.XSHE,美邦服饰,5.46,0,2526000000,2512500000,2008-08-28
002270.XSHE,法因数控,16.72,0,506159420,139465717,2008-09-05
002271.XSHE,东方雨虹,16.85,0,830693439,566378510,2008-09-10
002272.XSHE,川润股份,10.64,0,419700000,312561488,2008-09-19
002273.XSHE,水晶光电,34.71,0,436612083,357179550,2008-09-19
002274.XSHE,华昌化工,8.95,0,634909764,490332753,2008-09-25
002275.XSHE,桂林三金,16.61,0,590200000,532004077,2009-07-10
002276.XSHE,万马股份,21.64,0,939325488,922522217,2009-07-10
002277.XSHE,友阿股份,10.92,0,566122600,566122600,2009-07-17
002278.XSHE,神开股份,13.72,0,363909648,259284295,2009-08-11
002279.XSHE,久其软件,53.78,0,216596780,70432625,2009-08-11
002280.XSHE,联络互动,59.29,0,870859870,251977603,2009-08-21
002281.XSHE,光迅科技,59.70,0,209889584,203498584,2009-08-21
002282.XSHE,博深工具,12.79,0,338130000,188488012,2009-08-21
002283.XSHE,天润曲轴,0.00,0,559975066,559975066,2009-08-21
002284.XSHE,亚太股份,19.16,0,737556000,685971642,2009-08-28
002285.XSHE,世联行,13.73,0,1445696230,1215132098,2009-08-28
002286.XSHE,保龄宝,17.27,0,369256000,260947584,2009-08-28
002287.XSHE,奇正藏药,31.01,0,406000000,406000000,2009-08-28
002288.XSHE,超华科技,0.00,0,931643744,660326100,2009-09-03
002289.XSHE,宇顺电子,26.10,0,186835822,146930626,2009-09-03
002290.XSHE,禾盛新材,24.95,0,210672000,157719037,2009-09-03
002291.XSHE,星期六,13.75,0,398921895,363350000,2009-09-03
002292.XSHE,奥飞动漫,42.79,0,1277194091,670818601,2009-09-10
002293.XSHE,罗莱生活,13.46,0,701815500,699488271,2009-09-10
002294.XSHE,信立泰,28.07,0,1046016000,459180000,2009-09-10
002295.XSHE,精艺股份,16.00,0,251600000,182516497,2009-09-29
002296.XSHE,辉煌科技,14.92,0,376656420,316204677,2009-09-29
002297.XSHE,博云新材,11.18,0,398821011,364762593,2009-09-29
002298.XSHE,中电鑫龙,14.87,0,632918760,359856811,2009-09-29
002299.XSHE,圣农发展,24.71,0,1110900000,900255957,2009-10-21
002300.XSHE,太阳电缆,10.09,0,452250000,451619043,2009-10-21
002301.XSHE,齐心集团,0.00,0,373599998,353530239,2009-10-21
002302.XSHE,西部建设,15.78,0,516117025,270913293,2009-11-03
002303.XSHE,美盈森,11.28,0,1430400000,611580780,2009-11-03
002304.XSHE,洋河股份,65.72,0,1506988000,1232291607,2009-11-06
002305.XSHE,南国置业,4.90,0,1459011420,1191111801,2009-11-06
002306.XSHE,*ST云网,0.00,0,800000000,618080900,2009-11-11
002307.XSHE,北新路桥,8.44,0,557327160,557309050,2009-11-11
002308.XSHE,威创股份,17.80,0,835591560,835506360,2009-11-27
002309.XSHE,中利科技,14.67,0,572232308,359791154,2009-11-27
002310.XSHE,东方园林,20.97,0,1008711947,566435601,2009-11-27
002311.XSHE,海大集团,15.65,0,1537363254,1515869110,2009-11-27
002312.XSHE,三泰控股,0.00,0,918727822,541159908,2009-12-03
002313.XSHE,日海通讯,16.36,0,312000000,312000000,2009-12-03
002314.XSHE,南山控股,0.00,0,1877530273,579846250,2009-12-03
002315.XSHE,焦点科技,71.51,0,117500000,60581927,2009-12-09
002316.XSHE,键桥通讯,13.50,0,393120000,314729075,2009-12-09
002317.XSHE,众生药业,10.93,0,738472000,482725450,2009-12-11
002318.XSHE,久立特材,10.51,0,841505932,815420441,2009-12-11
002319.XSHE,乐通股份,16.06,0,200000000,199946209,2009-12-11
002320.XSHE,海峡股份,16.60,0,425880000,425877192,2009-12-16
002321.XSHE,华英农业,11.78,0,534291100,423459126,2009-12-16
002322.XSHE,理工监测,17.76,0,406378675,158215272,2009-12-18
002323.XSHE,雅百特,0.00,0,248576552,87259550,2009-12-18
002324.XSHE,普利特,25.95,0,270000000,158734885,2009-12-18
002325.XSHE,洪涛股份,12.30,0,1001542415,761300731,2009-12-22
002326.XSHE,永太科技,0.00,0,798702881,528591111,2009-12-22
002327.XSHE,富安娜,9.21,0,834024789,468791524,2009-12-30
002328.XSHE,新朋股份,9.43,0,448100000,325316263,2009-12-30
002329.XSHE,皇氏集团,16.68,0,837640035,415671286,2010-01-06
002330.XSHE,得利斯,11.86,0,502000000,501943900,2010-01-06
002331.XSHE,皖通科技,17.53,0,291939213,231250332,2010-01-06
002332.XSHE,仙琚制药,11.78,0,610808111,468110031,2010-01-12
002333.XSHE,罗普斯金,21.30,0,251301800,242484860,2010-01-12
002334.XSHE,英威腾,8.74,0,749206229,524605159,2010-01-13
002335.XSHE,科华恒盛,38.66,0,224683000,183853010,2010-01-13
002336.XSHE,人人乐,13.36,0,400000000,400000000,2010-01-13
002337.XSHE,赛象科技,7.99,0,594282750,565575282,2010-01-15
002338.XSHE,奥普光电,55.59,0,120000000,119079394,2010-01-15
002339.XSHE,积成电子,18.73,0,378896000,296057275,2010-01-22
002340.XSHE,格林美,10.61,0,1455434823,1166718390,2010-01-22
002341.XSHE,新纶科技,14.55,0,373440000,274286201,2010-01-22
002342.XSHE,巨力索具,6.00,0,960000000,865478430,2010-01-26
002343.XSHE,慈文传媒,47.32,0,314510000,147044761,2010-01-26
002344.XSHE,海宁皮城,10.58,0,1120000000,1105859382,2010-01-26
002345.XSHE,潮宏基,10.66,0,845111200,829799050,2010-01-28
002346.XSHE,柘中股份,0.00,0,441575416,79800000,2010-01-28
002347.XSHE,泰尔重工,18.29,0,224675281,163352815,2010-01-28
002348.XSHE,高乐股份,13.93,0,473600000,370578182,2010-02-03
002349.XSHE,精华制药,0.00,0,420294831,298124828,2010-02-03
002350.XSHE,北京科锐,15.27,0,218280000,217576001,2010-02-03
002351.XSHE,漫步者,18.59,0,294000000,139951950,2010-02-05
002352.XSHE,鼎泰新材,25.80,0,116746170,66558720,2010-02-05
002353.XSHE,杰瑞股份,17.59,0,957853992,673760357,2010-02-05
002354.XSHE,天神娱乐,0.00,0,292086511,101395174,2010-02-09
002355.XSHE,兴民钢圈,19.04,0,513700050,341720051,2010-02-09
002356.XSHE,浩宁达,24.47,0,310474440,240000000,2010-02-09
002357.XSHE,富临运业,13.78,0,313489036,313247259,2010-02-10
002358.XSHE,森源电气,14.41,0,795595488,692152288,2010-02-10
002359.XSHE,齐星铁塔,26.00,0,416800000,370532519,2010-02-10
002360.XSHE,同德化工,13.03,0,391512600,249397520,2010-03-03
002361.XSHE,神剑股份,12.90,0,431297798,273622742,2010-03-03
002362.XSHE,汉王科技,24.70,0,214102792,176424682,2010-03-03
002363.XSHE,隆基机械,13.15,0,385873624,385565495,2010-03-05
002364.XSHE,中恒电气,23.98,0,523242380,422753433,2010-03-05
002365.XSHE,永安药业,18.04,0,187000000,153945025,2010-03-05
002366.XSHE,台海核电,50.55,0,433528675,119826578,2010-03-12
002367.XSHE,康力电梯,14.45,0,738600124,460096701,2010-03-12
002368.XSHE,太极股份,38.01,0,415597227,362653809,2010-03-12
002369.XSHE,卓翼科技,9.26,0,488637750,417461315,2010-03-16
002370.XSHE,亚太药业,27.76,0,204000000,203619725,2010-03-16
002371.XSHE,七星电子,27.51,0,352200000,340039806,2010-03-16
002372.XSHE,伟星新材,17.89,0,578689800,523160626,2010-03-18
002373.XSHE,千方科技,32.36,0,552188216,218612729,2010-03-18
002374.XSHE,丽鹏股份,15.62,0,351623221,228745499,2010-03-18
002375.XSHE,亚厦股份,13.08,0,1339793084,1133545178,2010-03-23
002376.XSHE,新北洋,13.18,0,600000000,572134786,2010-03-23
002377.XSHE,国创高新,7.65,0,438140000,431947325,2010-03-23
002378.XSHE,章源钨业,9.64,0,924167436,922933461,2010-03-31
002379.XSHE,鲁丰环保,0.00,0,926400000,672952563,2010-03-31
002380.XSHE,科远股份,35.40,0,204000000,105324743,2010-03-31
002381.XSHE,双箭股份,15.00,0,428500000,215840480,2010-04-02
002382.XSHE,蓝帆医疗,21.33,0,247200000,239027232,2010-04-02
002383.XSHE,合众思壮,34.22,0,197328688,138930743,2010-04-02
002384.XSHE,东山精密,17.80,0,847390270,472296000,2010-04-09
002385.XSHE,大北农,11.83,0,2733779415,1588133616,2010-04-09
002386.XSHE,天原集团,7.25,0,671679806,671502430,2010-04-09
002387.XSHE,黑牛食品,13.71,0,469459458,291250199,2010-04-13
002388.XSHE,新亚制程,13.20,0,399600000,381811552,2010-04-13
002389.XSHE,南洋科技,0.00,0,709923000,409285309,2010-04-13
002390.XSHE,信邦制药,9.90,0,1704895788,733174423,2010-04-16
002391.XSHE,长青股份,14.62,0,362138180,203966258,2010-04-16
002392.XSHE,北京利尔,5.47,0,1198559434,587001058,2010-04-23
002393.XSHE,力生制药,37.78,0,182454992,181891579,2010-04-23
002394.XSHE,联发股份,15.56,0,323700000,323700000,2010-04-23
002395.XSHE,双象股份,27.73,0,178806000,178786275,2010-04-29
002396.XSHE,星网锐捷,17.43,0,539111233,526590000,2010-06-23
002397.XSHE,梦洁家纺,7.48,0,677761847,331117111,2010-04-29
002398.XSHE,建研集团,13.24,0,342732000,254372528,2010-05-06
002399.XSHE,海普瑞,30.21,0,800200000,800200000,2010-05-06
002400.XSHE,省广股份,18.61,0,904718923,832917766,2010-05-06
002401.XSHE,中海科技,17.43,0,303240000,299843197,2010-05-06
002402.XSHE,和而泰,20.80,0,332182032,242252850,2010-05-11
002403.XSHE,爱仕达,12.70,0,312000000,289097250,2010-05-11
002404.XSHE,嘉欣丝绸,7.32,0,520650000,398980888,2010-05-11
002405.XSHE,四维图新,0.00,0,711436510,666171076,2010-05-18
002406.XSHE,远东传动,9.34,0,561000000,372013318,2010-05-18
002407.XSHE,多氟多,65.09,0,251242155,187567361,2010-05-18
002408.XSHE,齐翔腾达,13.11,0,806913297,745135103,2010-05-18
002409.XSHE,雅克科技,26.38,0,166320000,82530000,2010-05-25
002410.XSHE,广联达,13.74,0,1128388018,865867487,2010-05-25
002411.XSHE,必康股份,15.80,0,1254106451,280934155,2010-05-25
002412.XSHE,汉森制药,17.26,0,296000000,286775000,2010-05-25
002413.XSHE,雷科防务,43.61,0,317399633,217569949,2010-05-28
002414.XSHE,高德红外,23.95,0,600000000,464876346,2010-07-16
002415.XSHE,海康威视,31.89,0,4068772253,3139102084,2010-05-28
002416.XSHE,爱施德,19.74,0,991384839,971355402,2010-05-28
002417.XSHE,*ST元达,17.47,0,270000000,195434077,2010-06-01
002418.XSHE,康盛股份,26.48,0,378800000,184536092,2010-06-01
002419.XSHE,天虹商场,13.38,0,800200000,799921000,2010-06-01
002420.XSHE,毅昌股份,9.28,0,401000000,388952942,2010-06-01
002421.XSHE,达实智能,16.63,0,642482792,456209858,2010-06-03
002422.XSHE,科伦药业,14.77,0,1440000000,799719556,2010-06-03
002423.XSHE,中原特钢,17.15,0,502986577,465510000,2010-06-03
002424.XSHE,贵州百灵,17.86,0,1411200000,731661288,2010-06-03
002425.XSHE,凯撒股份,25.54,0,434237786,378810000,2010-06-08
002426.XSHE,胜利精密,20.33,0,1166647793,635933376,2010-06-08
002427.XSHE,尤夫股份,0.00,0,398154658,333468326,2010-06-08
002428.XSHE,云南锗业,19.79,0,653120000,642386318,2010-06-08
002429.XSHE,兆驰股份,8.71,0,1601787759,1588304021,2010-06-10
002430.XSHE,杭氧股份,8.25,0,831776000,810008160,2010-06-10
002431.XSHE,棕榈园林,28.50,0,550798600,355135096,2010-06-10
002432.XSHE,九安医疗,18.56,0,372000000,372000000,2010-06-10
002433.XSHE,太安堂,10.16,0,772625200,674974000,2010-06-18
002434.XSHE,万里扬,0.00,0,510000000,496330620,2010-06-18
002435.XSHE,长江润发,16.06,0,198000000,183730011,2010-06-18
002436.XSHE,兴森科技,15.73,0,495969168,324072071,2010-06-18
002437.XSHE,誉衡药业,28.44,0,732807450,709665388,2010-06-23
002438.XSHE,江苏神通,18.92,0,219571540,135076124,2010-06-23
002439.XSHE,启明星辰,24.41,0,868942274,557260760,2010-06-23
002440.XSHE,闰土股份,19.82,0,767000000,616307373,2010-07-06
002441.XSHE,众业达,16.29,0,468241561,312921253,2010-07-06
002442.XSHE,龙星化工,13.06,0,480000000,232657092,2010-07-06
002443.XSHE,金洲管道,10.61,0,520535520,493484103,2010-07-06
002444.XSHE,巨星科技,15.87,0,1075247700,931407924,2010-07-13
002445.XSHE,中南重工,20.22,0,738766596,615213570,2010-07-13
002446.XSHE,盛路通信,28.24,0,448300153,169128768,2010-07-13
002447.XSHE,壹桥海参,0.00,0,952452000,624458250,2010-07-13
002448.XSHE,中原内配,12.37,0,588102305,458518058,2010-07-16
002449.XSHE,国星光电,14.07,0,475751669,335013898,2010-07-16
002450.XSHE,康得新,33.43,0,1611017536,1433759170,2010-07-16
002451.XSHE,摩恩电气,10.91,0,439200000,412480050,2010-07-20
002452.XSHE,长高集团,11.45,0,525424000,342704137,2010-07-20
002453.XSHE,天马精化,0.00,0,571300000,512226496,2010-07-20
002454.XSHE,松芝股份,15.90,0,422770000,221952794,2010-07-20
002455.XSHE,百川股份,8.25,0,474120000,293381300,2010-08-03
002456.XSHE,欧菲光,25.19,0,1030612000,818574973,2010-08-03
002457.XSHE,青龙管业,10.09,0,334992000,263741543,2010-08-03
002458.XSHE,益生股份,39.40,0,334714243,158825084,2010-08-10
002459.XSHE,天业通联,16.07,0,388689351,203526535,2010-08-10
002460.XSHE,赣锋锂业,45.46,0,377814402,254191688,2010-08-10
002461.XSHE,珠江啤酒,13.26,0,680161768,680161768,2010-08-18
002462.XSHE,嘉事堂,36.53,0,250526315,196475300,2010-08-18
002463.XSHE,沪电股份,5.07,0,1674159763,1673470123,2010-08-18
002464.XSHE,金利科技,58.90,0,145589953,103368867,2010-08-31
002465.XSHE,海格通信,13.04,0,2145751654,1842641397,2010-08-31
002466.XSHE,天齐锂业,145.55,0,261469000,165041800,2010-08-31
002467.XSHE,二六三,13.38,0,798420393,597662542,2010-09-08
002468.XSHE,艾迪西,32.52,0,331776000,331776000,2010-09-08
002469.XSHE,三维工程,13.18,0,335508566,282146027,2010-09-08
002470.XSHE,金正大,15.57,0,1569573598,1354203598,2010-09-08
002471.XSHE,中超控股,7.04,0,1268000000,1258164730,2010-09-10
002472.XSHE,双环传动,20.92,0,338372000,191836563,2010-09-10
002473.XSHE,圣莱达,20.97,0,160000000,157500000,2010-09-10
002474.XSHE,榕基软件,14.47,0,622200000,441514848,2010-09-15
002475.XSHE,立讯精密,30.80,0,1257476660,1246487741,2010-09-15
002476.XSHE,宝莫股份,7.31,0,612000000,601511102,2010-09-15
002477.XSHE,雏鹰农牧,17.65,0,1045053210,535007577,2010-09-15
002478.XSHE,常宝股份,11.67,0,400100000,302012677,2010-09-21
002479.XSHE,富春环保,9.70,0,796350000,729935661,2010-09-21
002480.XSHE,新筑股份,9.93,0,645368270,626243295,2010-09-21
002481.XSHE,双塔食品,8.44,0,1263390000,1117876676,2010-09-21
002482.XSHE,广田股份,21.09,0,625429863,518731077,2010-09-29
002483.XSHE,润邦股份,11.00,0,443737950,359238992,2010-09-29
002484.XSHE,江海股份,17.70,0,332800000,306205652,2010-09-29
002485.XSHE,希努尔,0.00,0,320000000,319990400,2010-10-15
002486.XSHE,嘉麟杰,5.35,0,832000000,806650000,2010-10-15
002487.XSHE,大金重工,9.83,0,540000000,512490375,2010-10-15
002488.XSHE,金固股份,23.23,0,508483392,384458199,2010-10-21
002489.XSHE,浙江永强,8.63,0,2175736503,1871439469,2010-10-21
002490.XSHE,山东墨龙,8.76,0,541722000,299931750,2010-10-21
002491.XSHE,通鼎互联,0.00,0,1199116223,1116268598,2010-10-21
002492.XSHE,恒基达鑫,0.00,0,270000000,235419881,2010-11-02
002493.XSHE,荣盛石化,13.95,0,2544000000,2038148500,2010-11-02
002494.XSHE,华斯股份,17.79,0,348478000,253742326,2010-11-02
002495.XSHE,佳隆股份,5.88,0,668304000,448848978,2010-11-02
002496.XSHE,辉丰股份,28.30,0,396704022,232946619,2010-11-09
002497.XSHE,雅化集团,6.54,0,960000000,777190088,2010-11-09
002498.XSHE,汉缆股份,5.01,0,3326796000,3325430644,2010-11-09
002499.XSHE,科林环保,20.95,0,189000000,137650578,2010-11-09
002500.XSHE,山西证券,12.40,0,2828725153,2488469657,2010-11-15
002501.XSHE,利源精制,10.39,0,951215194,673543503,2010-11-17
002502.XSHE,骅威股份,29.55,0,429914437,199529373,2010-11-17
002503.XSHE,搜于特,15.12,0,1036800000,625677518,2010-11-17
002504.XSHE,弘高创意,29.30,0,412734085,145956351,2010-11-18
002505.XSHE,大康牧业,0.00,0,2887038000,813730500,2010-11-18
002506.XSHE,协鑫集成,8.19,0,5046400000,2208241152,2010-11-18
002507.XSHE,涪陵榨菜,16.93,0,328898851,186052546,2010-11-23
002508.XSHE,老板电器,44.75,0,486715000,473205000,2010-11-23
002509.XSHE,天广消防,15.15,0,708094516,288375525,2010-11-23
002510.XSHE,天汽模,12.07,0,411520000,321130237,2010-11-25
002511.XSHE,中顺洁柔,12.05,0,503677000,483588882,2010-11-25
002512.XSHE,达华智能,20.45,0,1095386132,428851242,2010-12-03
002513.XSHE,蓝丰生化,14.71,0,340086278,213026400,2010-12-03
002514.XSHE,宝馨科技,22.39,0,277017132,171054078,2010-12-03
002515.XSHE,金字火腿,0.00,0,359674000,212776700,2010-12-03
002516.XSHE,旷达科技,12.55,0,662175000,282006738,2010-12-07
002517.XSHE,恺英网络,45.85,0,676799996,176219250,2010-12-07
002518.XSHE,科士达,33.62,0,296934680,282015269,2010-12-07
002519.XSHE,银河电子,18.50,0,569551910,436868889,2010-12-07
002520.XSHE,日发精机,18.66,0,369392646,312595538,2010-12-10
002521.XSHE,齐峰新材,9.80,0,494685819,427284792,2010-12-10
002522.XSHE,浙江众成,12.71,0,883282200,412657600,2010-12-10
002523.XSHE,天桥起重,7.59,0,562159048,302331928,2010-12-10
002524.XSHE,光正集团,0.00,0,503332800,499526040,2010-12-17
002526.XSHE,山东矿机,7.92,0,534000000,419301338,2010-12-17
002527.XSHE,新时达,15.93,0,589770589,359690989,2010-12-24
002528.XSHE,英飞拓,12.65,0,711652390,512970300,2010-12-24
002529.XSHE,海源机械,17.13,0,200000000,200000000,2010-12-24
002530.XSHE,丰东股份,20.75,0,268000000,268000000,2010-12-31
002531.XSHE,天顺风能,10.85,0,823000000,818533023,2010-12-31
002532.XSHE,新界泵业,12.88,0,321270000,229667613,2010-12-31
002533.XSHE,金杯电工,9.71,0,553134080,503231525,2010-12-31
002534.XSHE,杭锅股份,16.12,0,400520000,395293000,2011-01-10
002535.XSHE,林州重机,8.81,0,616679288,342039965,2011-01-11
002536.XSHE,西泵股份,67.12,0,111269292,87662550,2011-01-11
002537.XSHE,海立美达,24.38,0,301230000,300000000,2011-01-10
002538.XSHE,司尔特,9.32,0,718120283,573542500,2011-01-18
002539.XSHE,新都化工,14.00,0,1010100000,411159413,2011-01-18
002540.XSHE,亚太科技,7.95,0,1040000000,704544688,2011-01-18
002541.XSHE,鸿路钢构,16.70,0,268000000,165728125,2011-01-18
002542.XSHE,中化岩土,0.00,0,1165000000,414829798,2011-01-28
002543.XSHE,万和电气,15.14,0,440000000,299744550,2011-01-28
002544.XSHE,杰赛科技,0.00,0,515760000,511089900,2011-01-28
002545.XSHE,东方铁塔,8.12,0,780750000,342000000,2011-02-11
002546.XSHE,新联电子,41.86,0,252000000,234628875,2011-02-11
002547.XSHE,春兴精工,9.77,0,1011978174,684434424,2011-02-18
002548.XSHE,金新农,15.19,0,383173719,309364439,2011-02-18
002549.XSHE,凯美特气,9.50,0,567000000,566941060,2011-02-18
002550.XSHE,千红制药,16.27,0,640000000,406779429,2011-02-18
002551.XSHE,尚荣医疗,22.99,0,435551461,268573163,2011-02-25
002552.XSHE,宝鼎科技,14.28,0,300000000,200148944,2011-02-25
002553.XSHE,南方轴承,10.94,0,348000000,220727902,2011-02-25
002554.XSHE,惠博普,13.74,0,535625000,283871903,2011-02-25
002555.XSHE,三七互娱,0.00,0,1042397394,158537475,2011-03-02
002556.XSHE,辉隆股份,14.66,0,478400000,465188825,2011-03-02
002557.XSHE,洽洽食品,17.81,0,507000000,507000000,2011-03-02
002558.XSHE,世纪游轮,127.20,0,65450000,32461550,2011-03-02
002559.XSHE,亚威股份,12.21,0,366138696,304198930,2011-03-03
002560.XSHE,通达股份,39.24,0,142727117,88426037,2011-03-03
002561.XSHE,徐家汇,13.07,0,415763000,396350821,2011-03-03
002562.XSHE,兄弟科技,28.05,0,270271942,108534750,2011-03-10
002563.XSHE,森马服饰,10.85,0,2694540400,1833668088,2011-03-11
002564.XSHE,天沃科技,7.51,0,739712000,521537745,2011-03-10
002565.XSHE,上海绿新,8.07,0,696680000,684385275,2011-03-18
002566.XSHE,益盛药业,12.04,0,330951600,206016292,2011-03-18
002567.XSHE,唐人神,11.87,0,493195485,419856000,2011-03-25
002568.XSHE,百润股份,25.91,0,896000000,298589501,2011-03-25
002569.XSHE,步森股份,0.00,0,140010000,137495663,2011-04-12
002570.XSHE,贝因美,12.21,0,1022520000,1020584255,2011-04-12
002571.XSHE,德力股份,12.82,0,391950700,247275700,2011-04-12
002572.XSHE,索菲亚,42.32,0,440978000,284692250,2011-04-12
002573.XSHE,清新环境,0.00,0,1065600000,1065222601,2011-04-22
002574.XSHE,明牌珠宝,11.32,0,528000000,528000000,2011-04-22
002575.XSHE,群兴玩具,13.47,0,588720000,588720000,2011-04-22
002576.XSHE,通达动力,21.72,0,165100000,118853776,2011-04-28
002577.XSHE,雷柏科技,37.27,0,283977000,281227215,2011-04-28
002578.XSHE,闽发铝业,9.67,0,429500000,274306250,2011-04-28
002579.XSHE,中京电子,11.99,0,350460000,350459000,2011-05-06
002580.XSHE,圣阳股份,16.42,0,223275847,169277291,2011-05-06
002581.XSHE,未名医药,26.98,0,659735586,165272075,2011-05-20
002582.XSHE,好想你,30.19,0,147600000,93935024,2011-05-20
002583.XSHE,海能达,10.78,0,1537852100,840307381,2011-05-27
002584.XSHE,西陇科学,39.07,0,234086569,103775077,2011-06-02
002585.XSHE,双星新材,10.11,0,717327642,538604135,2011-06-02
002586.XSHE,围海股份,9.88,0,728126600,693106859,2011-06-02
002587.XSHE,奥拓电子,14.27,0,373450947,240092753,2011-06-10
002588.XSHE,史丹利,27.96,0,583560000,355782368,2011-06-10
002589.XSHE,瑞康医药,27.68,0,554543488,300220574,2011-06-10
002590.XSHE,万安科技,20.29,0,479646926,361653890,2011-06-10
002591.XSHE,恒大高新,13.74,0,260507000,167470817,2011-06-21
002592.XSHE,八菱科技,34.28,0,283331157,128774919,2011-11-11
002593.XSHE,日上集团,25.13,0,233100000,130928020,2011-06-28
002594.XSHE,比亚迪,57.30,0,1561000000,799742814,2011-06-30
002595.XSHE,豪迈科技,19.15,0,800000000,492554294,2011-06-28
002596.XSHE,海南瑞泽,0.00,0,324458886,186275039,2011-07-07
002597.XSHE,金禾实业,13.62,0,564598386,550623105,2011-07-07
002598.XSHE,山东章鼓,10.25,0,312000000,270752513,2011-07-07
002599.XSHE,盛通股份,0.00,0,135000000,91134375,2011-07-15
002600.XSHE,江粉磁材,8.86,0,879989668,420006776,2011-07-15
002601.XSHE,佰利联,53.70,0,204424200,164779086,2011-07-15
002602.XSHE,世纪华通,23.98,0,1027092040,565918054,2011-07-28
002603.XSHE,以岭药业,13.54,0,1127793600,891828221,2011-07-28
002604.XSHE,龙力生物,10.62,0,504025600,431432067,2011-07-28
002605.XSHE,姚记扑克,0.00,0,374000000,268593404,2011-08-05
002606.XSHE,大连电瓷,17.55,0,204000000,141533773,2011-08-05
002607.XSHE,亚夏汽车,13.82,0,356928000,255217381,2011-08-10
002608.XSHE,*ST舜船,0.00,0,374850000,323710538,2011-08-10
002609.XSHE,捷顺科技,16.69,0,600250220,296511104,2011-08-15
002610.XSHE,爱康科技,10.38,0,1122715400,698896982,2011-08-15
002611.XSHE,东方精工,10.11,0,641866509,288803490,2011-08-30
002612.XSHE,朗姿股份,0.00,0,200000000,111459013,2011-08-30
002613.XSHE,北玻股份,6.78,0,720900000,365771990,2011-08-30
002614.XSHE,蒙发利,13.02,0,554775000,278324446,2011-09-09
002615.XSHE,哈尔斯,36.43,0,182400000,102741278,2011-09-09
002616.XSHE,长青集团,19.92,0,359333322,221789772,2011-09-20
002617.XSHE,露笑科技,22.73,0,360000000,329665170,2011-09-20
002618.XSHE,丹邦科技,40.21,0,182640000,182636400,2011-09-20
002619.XSHE,巨龙管业,0.00,0,320008431,99948584,2011-09-29
002620.XSHE,瑞和股份,31.01,0,120000000,93751867,2011-09-29
002621.XSHE,三垒股份,18.06,0,225000000,56250000,2011-09-29
002622.XSHE,永大集团,22.40,0,420000000,340206305,2011-10-18
002623.XSHE,亚玛顿,33.40,0,160000000,159431500,2011-10-13
002624.XSHE,完美环球,37.50,0,487706996,277821014,2011-10-28
002625.XSHE,龙生股份,48.98,0,300754194,223671600,2011-11-03
002626.XSHE,金达威,19.70,0,576000000,575902500,2011-10-28
002627.XSHE,宜昌交运,20.36,0,133500000,131552794,2011-11-03
002628.XSHE,成都路桥,8.02,0,737416215,680374038,2011-11-03
002629.XSHE,仁智油服,11.65,0,411948000,370102022,2011-11-03
002630.XSHE,华西能源,11.40,0,738000000,613326075,2011-11-11
002631.XSHE,德尔未来,0.00,0,649374000,505035460,2011-11-11
002632.XSHE,道明光学,24.41,0,295860516,261735426,2011-11-22
002633.XSHE,*ST申科,0.00,0,150000000,87018750,2011-11-22
002634.XSHE,棒杰股份,41.00,0,128056271,70694273,2011-12-05
002635.XSHE,安洁科技,24.90,0,388853146,183759820,2011-11-25
002636.XSHE,金安国纪,15.61,0,728000000,246402552,2011-11-25
002637.XSHE,赞宇科技,22.06,0,160000000,114200146,2011-11-25
002638.XSHE,勤上光电,17.25,0,374670000,372584000,2011-11-25
002639.XSHE,雪人股份,10.99,0,600000000,375073500,2011-12-05
002640.XSHE,跨境通,35.31,0,644404605,366724308,2011-12-08
002641.XSHE,永高股份,8.32,0,864000000,681026955,2011-12-08
002642.XSHE,荣之联,39.81,0,424160402,228284140,2011-12-20
002643.XSHE,万润股份,33.90,0,339871250,310009128,2011-12-20
002644.XSHE,佛慈制药,12.53,0,510657000,444290000,2011-12-22
002645.XSHE,华宏科技,20.29,0,209445019,143722800,2011-12-20
002646.XSHE,青青稞酒,17.89,0,450000000,450000000,2011-12-22
002647.XSHE,宏磊股份,0.00,0,219583000,217568648,2011-12-28
002648.XSHE,卫星石化,8.26,0,800000000,800000000,2011-12-28
002649.XSHE,博彦科技,40.20,0,177598000,132029549,2012-01-06
002650.XSHE,加加食品,5.59,0,1152000000,1127329260,2012-01-06
002651.XSHE,利君股份,9.11,0,1002500000,378431061,2012-01-06
002652.XSHE,扬子新材,0.00,0,320040000,260149126,2012-01-19
002653.XSHE,海思科,16.30,0,1080270000,452244938,2012-01-17
002654.XSHE,万润科技,17.02,0,726180000,381237225,2012-02-17
002655.XSHE,共达电声,18.03,0,360000000,360000000,2012-02-17
002656.XSHE,卡奴迪路,20.88,0,200000000,160062500,2012-02-28
